Match ID,Competing Athlete,Competing Athlete ID,Opponent,Event,Method,Result,Weight,Stage,Year
14487,Erberth Santos,4521,Alexandre Kaspary,South American,Submission,W,100KG,SF,2017
14488,Erberth Santos,4521,Antonio Padua,South American,Choke from back,W,100KG,F,2017
14491,Erberth Santos,4521,Eric Medeiros,South American,Choke,W,ABS,R1,2017
14497,Erberth Santos,4521,Diogo Silveira,South American,Submission,W,ABS,4F,2017
14499,Erberth Santos,4521,William Martins,South American,N/A,W,ABS,SF,2017
14500,Erberth Santos,4521,Dimitrius SouzaDimitrius Souza,South American,Points,W,ABS,F,2017
14598,Erberth Santos,4521,Michael PerezMichael Perez,ACB JJ 9,Points,W,95KG,4F,2017
15651,Erberth Santos,4521,Andre Rudolfo,Floripa Fall Open,Choke,W,O100KG,SF,2018
15821,Erberth Santos,4521,Marcelo Castro,Rio Open,DQ,W,O100KG,SF,2018
15823,Erberth Santos,4521,Joao Soares,Rio Open,Choke from back,W,ABS,4F,2018
15824,Erberth Santos,4521,Ruan OliveiraRuan Oliveira,Rio Open,Triangle,W,ABS,SF,2018
15825,Erberth Santos,4521,Rodrigo RibeiroRodrigo Ribeiro,Rio Open,Points,W,ABS,F,2018
15854,Erberth Santos,4521,Joseph Moku,ACBJJ 12,Bow and arrow,W,O95KG,SPF,2018
16094,Erberth Santos,4521,Raphael Souza,WP Br Qualifier,Pts: 4x2,W,110KG,4F,2018
16096,Erberth Santos,4521,Mauricio Lima,WP Br Qualifier,Armbar,W,110KG,SF,2018
16097,Erberth Santos,4521,R. EvangelistaR. Evangelista,WP Br Qualifier,RNC,W,110KG,F,2018
16188,Erberth Santos,4521,Eldar RafigaevEldar Rafigaev,World Pro,Footlock,W,110KG,4F,2018
16191,Erberth Santos,4521,Igor SilvaIgor Silva,World Pro,Footlock,W,110KG,SF,2018
16192,Erberth Santos,4521,Lucio RodriguesLucio Rodrigues,World Pro,RNC,W,110KG,F,2018
16782,Erberth Santos,4521,Gustavo Araujo,Mundial CBJJE,Wristlock,W,O95KG,R1,2018
16783,Erberth Santos,4521,F. Brito,Mundial CBJJE,Choke from back,W,O95KG,4F,2018
16784,Erberth Santos,4521,B. Novaes,Mundial CBJJE,Footlock,W,O95KG,SF,2018
16785,Erberth Santos,4521,Victor Silva,Mundial CBJJE,Submission,W,O95KG,F,2018
16786,Erberth Santos,4521,Pedro Conti,Mundial CBJJE,Choke from back,W,ABS,R1,2018
16788,Erberth Santos,4521,Unknown,Mundial CBJJE,Choke from back,W,ABS,4F,2018
16791,Erberth Santos,4521,Guilherme AugustoGuilherme Augusto,Mundial CBJJE,Submission,W,ABS,SF,2018
17082,Erberth Santos,4521,Pedro Paulo,Vitoria Open,Submission,W,100KG,4F,2018
17083,Erberth Santos,4521,Vandre Barbosa,Vitoria Open,Submission,W,100KG,SF,2018
17087,Erberth Santos,4521,Admilson GobiAdmilson Gobi,Vitoria Open,Referee Decision,W,ABS,SF,2018
17089,Erberth Santos,4521,Otavio Nalati,Vitoria Open,Armbar,W,ABS,F,2018
17605,Erberth Santos,4521,Matheus FelipeMatheus Felipe,Grand Slam LA,"Pts: 0x0, Pen",W,110KG,4F,2018
17606,Erberth Santos,4521,Helton JoseHelton Jose,Grand Slam LA,Referee Decision,W,110KG,SF,2018
17607,Erberth Santos,4521,Max GimenisMax Gimenis,Grand Slam LA,Toe hold,W,110KG,F,2018
17630,Erberth Santos,4521,Gerard LabinskiGerard Labinski,King of Mats,Pts: 2x0,W,110KG,RR,2018
17634,Erberth Santos,4521,Rudson MateusRudson Mateus,King of Mats,Toe hold,W,110KG,RR,2018
17640,Erberth Santos,4521,Jackson SousaJackson Sousa,King of Mats,"Pts: 2x2, Adv",W,110KG,RR,2018
17646,Erberth Santos,4521,Alexandre CeconiAlexandre Ceconi,King of Mats,Wristlock,W,110KG,RR,2018
17649,Erberth Santos,4521,Jackson SousaJackson Sousa,King of Mats,Referee Decision,W,110KG,F,2018
18051,Erberth Santos,4521,Raphael Silva,Rio BJJ Pro,Submission,W,O94KG,4F,2018
18054,Erberth Santos,4521,Otavio Nalati,Rio BJJ Pro,N/A,W,O94KG,F,2018
18336,Erberth Santos,4521,Gilmar Oliveira,Grand Slam RJ,Submission,W,110KG,8F,2018
18340,Erberth Santos,4521,Guilherme CordiviolaGuilherme Cordiviola,Grand Slam RJ,Pts: 2x0,W,110KG,4F,2018
18343,Erberth Santos,4521,Igor SchneiderIgor Schneider,Grand Slam RJ,"Pts: 0x0, Adv",W,110KG,SF,2018
18346,Erberth Santos,4521,Fernando ReisFernando Reis,Grand Slam RJ,Choke from back,W,110KG,F,2018
18846,Erberth Santos,4521,Paulo Pinto,Grand Slam AD,Pts: 2x0,W,110KG,SF,2019
18847,Erberth Santos,4521,R. EvangelistaR. Evangelista,Grand Slam AD,"Pts: 0x0, Adv",W,110KG,F,2019
20143,Erberth Santos,4521,Abdurakhman BilarovAbdurakhman Bilarov,World Pro,Kneebar,W,94KG,4F,2019
20439,Erberth Santos,4521,Gutemberg PereiraGutemberg Pereira,F2W 111,Referee Decision,W,95KG,SPF,2019
21224,Erberth Santos,4521,Emanoel Felix,Mundial CBJJE,Choke from back,W,ABS,R1,2019
21225,Erberth Santos,4521,N/A,Mundial CBJJE,Armbar,W,ABS,4F,2019
21226,Erberth Santos,4521,Igor SchneiderIgor Schneider,Mundial CBJJE,Choke from back,W,ABS,SF,2019
22679,Erberth Santos,4521,Claudio CalasansClaudio Calasans,Spyder Invitational,Toe hold,W,100KG,4F,2019
23301,Erberth Santos,4521,Guilherme Silva,Sul Brasileiro,Choke from back,W,O100KG,SF,2020
23307,Erberth Santos,4521,Harryson PereiraHarryson Pereira,Sul Brasileiro,Adv,W,ABS,SF,2020
23309,Erberth Santos,4521,Henrique CardosoHenrique Cardoso,Sul Brasileiro,Pts: 4x2,W,ABS,F,2020
23409,Erberth Santos,4521,Maique Azevedo,Curitiba SO,Choke from back,W,100KG,4F,2020
23411,Erberth Santos,4521,Renan Dias,Curitiba SO,RNC,W,100KG,SF,2020
23413,Erberth Santos,4521,Harryson PereiraHarryson Pereira,Curitiba SO,Kneebar,W,100KG,F,2020
23425,Erberth Santos,4521,Pedro AgrizziPedro Agrizzi,Curitiba SO,Pts: 2x0,W,ABS,SF,2020
23427,Erberth Santos,4521,Rider ZuchiRider Zuchi,Curitiba SO,Choke,W,ABS,F,2020
23632,Erberth Santos,4521,Alex Biloca,Duelo TT,Cross face,W,ABS,SPF,2020
25380,Erberth Santos,4521,Cleyton Flores,Rio Open,Choke from back,W,O100KG,4F,2021
25383,Erberth Santos,4521,Yatan BuenoYatan Bueno,Rio Open,Pts: 2x0,W,O100KG,SF,2021
25384,Erberth Santos,4521,Pedro AlexPedro Alex,Rio Open,Pts: 2x0,W,O100KG,F,2021
26802,Erberth Santos,4521,Gutemberg PereiraGutemberg Pereira,BJJ Stars,Referee Decision,W,100KG,SPF,2021
26885,Erberth Santos,4521,G. LambertucciG. Lambertucci,Big Deal Pro 3,RNC,W,O100KG,4F,2021
26889,Erberth Santos,4521,Wallace CostaWallace Costa,Big Deal Pro 3,"Pts: 6x6, Adv",W,O100KG,SF,2021
28134,Erberth Santos,4521,Marcus RibeiroMarcus Ribeiro,Brasileiro,"Pts: 8x8, Adv",W,ABS,8F,2021
32110,Erberth Santos,4521,Guthierry BarbosaGuthierry Barbosa,Warrior Challenger,Kneebar,W,ABS,R1,2022
32516,Erberth Santos,4521,Gabriel OliveiraGabriel Oliveira,SD Open,Referee Decision,W,O100KG,F,2022
4201,Ricardo Rezende,4859,Leonardo DavilaLeonardo Davila,Miami Open,Points,L,ABS,SF,2012
4747,Ricardo Rezende,4859,Joao RochaJoao Rocha,World Champ.,Submission,L,ABS,RDS,2013
5087,Ricardo Rezende,4859,James PuopoloJames Puopolo,World Expo,Kneebar,L,ABS,GP,2013
5118,Ricardo Rezende,4859,Rafael LovatoRafael Lovato,NoGi Worlds,Points,L,O100KG,SF,2013
6008,Ricardo Rezende,4859,Yuri SimoesYuri Simoes,NoGi Worlds,Pts: 2x0,L,ABS,RDS,2014
6041,Ricardo Rezende,4859,Keenan CorneliusKeenan Cornelius,NoGi Worlds,North South choke,L,88KG,R1,2014
8291,Ricardo Rezende,4859,Victor SilverioVictor Silverio,Miami Open,"Pts: 0x0, Adv",L,88KG,SF,2015
8294,Ricardo Rezende,4859,Thiago SaThiago Sa,Miami Open,Referee Decision,L,ABS,SF,2015
9890,Ricardo Rezende,4859,Jurandir ConceicaoJurandir Conceicao,Miami SPO,Omoplata,L,88KG,F,2016
10004,Ricardo Rezende,4859,Jaime CanutoJaime Canuto,World Champ.,Adv,L,82KG,R2,2016
10083,Ricardo Rezende,4859,Leandro LoLeandro Lo,World Champ.,Pts: 11x0,L,ABS,R2,2016
27292,Ricardo Rezende,4859,Jaime CanutoJaime Canuto,Grand Slam MIA,Pts: 3x0,L,85KG,SF,2021
27294,Ricardo Rezende,4859,Lucas Moutinho,Grand Slam MIA,Pts: 4x1,L,85KG,RPC,2021
33838,Ricardo Rezende,4859,Felipe CesarFelipe Cesar,Orlando SMO,N/A,L,88KG,4F,2022
33852,Ricardo Rezende,4859,Elijah DorseyElijah Dorsey,Orlando SMO,Pts: 2x0,L,ABS,R1,2022
33882,Ricardo Rezende,4859,Jeferson GuaresiJeferson Guaresi,Orlando SMNGO,Adv,L,85KG,SF,2022
39433,Ricardo Rezende,4859,Roberto JimenezRoberto Jimenez,Miami Open,Triangle,L,94KG,F,2023
39442,Ricardo Rezende,4859,Sebastian RodriguezSebastian Rodriguez,Miami Open,Pts: 17x0,L,ABS,4F,2023
51446,Ricardo Rezende,4859,Pedro Palhares,ADCC Orlando,Pts: 3x2,L,83KG,SF,2024
51457,Ricardo Rezende,4859,Enrique March,ADCC Orlando,Inside heel hook,L,83KG,3RD,2024
54875,Ricardo Rezende,4859,Sean Yadimarco,ADCC Miami,Referee Decision,L,91KG,4F,2024
4197,Ricardo Rezende,4859,Vitor ToledoVitor Toledo,Miami Open,DQ,W,88KG,F,2012
4199,Ricardo Rezende,4859,Rafael BarbosaRafael Barbosa,Miami Open,Points,W,ABS,4F,2012
4385,Ricardo Rezende,4859,Tanner RiceTanner Rice,Miami Pro Trials,Points,W,85KG,NA,2013
4731,Ricardo Rezende,4859,Motta,World Champ.,N/A,W,ABS,RDS,2013
5089,Ricardo Rezende,4859,Eliot KellyEliot Kelly,World Expo,Armbar,W,ABS,GP,2013
5091,Ricardo Rezende,4859,T. Stevens,World Expo,Triangle armbar,W,ABS,GP,2013
5092,Ricardo Rezende,4859,Alessandro Ferreira,World Expo,Triangle armbar,W,ABS,GP,2013
5093,Ricardo Rezende,4859,Jackson SousaJackson Sousa,World Expo,"Pts: 0x0, Adv",W,ABS,SF,2013
5095,Ricardo Rezende,4859,James PuopoloJames Puopolo,World Expo,Toe hold,W,ABS,F,2013
5180,Ricardo Rezende,4859,Marcus Vinicius,Miami Open,Points,W,88KG,F,2013
5424,Ricardo Rezende,4859,Unknown,Copa America,Triangle armbar,W,ABS,GP,2014
5425,Ricardo Rezende,4859,Nic. Recanati,Copa America,Pts: 4x0,W,ABS,GP,2014
5426,Ricardo Rezende,4859,Unknown,Copa America,Armbar,W,ABS,GP,2014
6004,Ricardo Rezende,4859,AJ AgazarmAJ Agazarm,NoGi Worlds,"Pts: 2x2, Adv",W,ABS,RDS,2014
6078,Ricardo Rezende,4859,Danilo Indio,World Expo,Armbar,W,ABS,SPF,2014
6263,Ricardo Rezende,4859,Clark GracieClark Gracie,FIVE NAIC,Pts: 11x2,W,82KG,NA,2014
6276,Ricardo Rezende,4859,Ezra Lenon,FIVE NAIC,Pts: 6x0,W,ABS,RR,2014
6281,Ricardo Rezende,4859,Kevin MahechaKevin Mahecha,FIVE NAIC,Pts: 2x0,W,ABS,F,2014
7355,Ricardo Rezende,4859,Jack Magee,British Open,Armbar,W,88KG,F,2015
9889,Ricardo Rezende,4859,Gregor GracieGregor Gracie,Miami SPO,Americana,W,88KG,SF,2016
9897,Ricardo Rezende,4859,Jollyson Francino,Miami SPO,Triangle armbar,W,ABS,4F,2016
9900,Ricardo Rezende,4859,Victor SilverioVictor Silverio,Miami SPO,Armbar,W,ABS,SF,2016
10075,Ricardo Rezende,4859,Augusto Mugnami,World Champ.,"Pts: 2x2, Adv",W,ABS,R1,2016
18758,Ricardo Rezende,4859,Alex Moran,SubStars,Outside heel hook,W,ABS,RR,2018
18759,Ricardo Rezende,4859,Tommy Kuno,SubStars,Points,W,ABS,RR,2018
18760,Ricardo Rezende,4859,Valdir AraujoValdir Araujo,SubStars,Points,W,ABS,RR,2018
21131,Ricardo Rezende,4859,Broc Hooten,Sub Stars,Submission,W,SPF,SPF,2019
27290,Ricardo Rezende,4859,Andre GoisAndre Gois,Grand Slam MIA,Triangle,W,85KG,4F,2021
33880,Ricardo Rezende,4859,Matt Kelley,Orlando SMNGO,N/A,W,85KG,4F,2022
39438,Ricardo Rezende,4859,Joao Oliveira,Miami Open,Kimura,W,ABS,R1,2023
41255,Ricardo Rezende,4859,Heitor Senra,Jacksonville Pro,Pts: 1x0,W,85KG,SF,2023
41257,Ricardo Rezende,4859,Adolfo Suarez,Jacksonville Pro,Pts: 5x0,W,85KG,F,2023
51437,Ricardo Rezende,4859,Parker Drake,ADCC Orlando,Outside heel hook,W,83KG,R1,2024
51441,Ricardo Rezende,4859,Aaron Sheffield,ADCC Orlando,Pts: 8x0,W,83KG,R1,2024
51444,Ricardo Rezende,4859,Jake Straus,ADCC Orlando,Pts: 3x0,W,83KG,4F,2024
51453,Ricardo Rezende,4859,Erik Rodrigues,ADCC Orlando,Pts: 2x0,W,83KG,RPC,2024
54873,Ricardo Rezende,4859,Alejandro Pastrana,ADCC Miami,Pts: 7x0,W,91KG,R1,2024
265,Alexandre Dantas,4864,Daniel SimoesDaniel Simoes,Brasileiro,Referee Decision,L,O100KG,F,1999
379,Alexandre Dantas,4864,Fernando MargaridaFernando Margarida,World Champ.,Armbar,L,ABS,4F,2000
742,Alexandre Dantas,4864,Marcelo GarciaMarcelo Garcia,Team Nationals,"Pts: 2x2, Adv",L,O88KG,4F,2003
1331,Alexandre Dantas,4864,Alex. Cacareco,Copa Cyclone,Pts: 4x0,L,ABS,SPF,2005
1519,Alexandre Dantas,4864,Robert DrysdaleRobert Drysdale,Team Nationals,Adv,L,O88KG,F,2006
263,Alexandre Dantas,4864,Gabriel GonzagaGabriel Gonzaga,Brasileiro,Points,W,O100KG,SF,1999
571,Alexandre Dantas,4864,Rodrigo RibeiroRodrigo Ribeiro,Brasileiro,Points,W,100KG,SF,2001
572,Alexandre Dantas,4864,Leandro Lima,Brasileiro,N/A,W,100KG,F,2001
618,Alexandre Dantas,4864,Rodrigo RibeiroRodrigo Ribeiro,Brasileiro,Points,W,100KG,SF,2001
684,Alexandre Dantas,4864,Alfredo da Silva,World Champ.,Toe hold,W,100KG,4F,2002
685,Alexandre Dantas,4864,Mauro Santos,World Champ.,N/A,W,100KG,SF,2002
706,Alexandre Dantas,4864,Marcel LouzadoMarcel Louzado,Brasileiro,Adv,W,ABS,R1,2002
707,Alexandre Dantas,4864,Demian MaiaDemian Maia,Brasileiro,Points,W,ABS,4F,2002
709,Alexandre Dantas,4864,Marcelo GarciaMarcelo Garcia,Brasileiro,Pts: 9x0,W,ABS,SF,2002
710,Alexandre Dantas,4864,Felipe Pederneiras,Brasileiro,N/A,W,ABS,F,2002
715,Alexandre Dantas,4864,Rodrigo CompridoRodrigo Comprido,Pan American,Points,W,100KG,SF,2002
717,Alexandre Dantas,4864,Roberto ToziRoberto Tozi,Pan American,Points,W,100KG,F,2002
718,Alexandre Dantas,4864,Marcelinho Garcia,Team Nationals,Armbar,W,O88KG,F,2002
723,Alexandre Dantas,4864,Chico Melo,Rip Dorey,Triangle,W,ABS,SPF,2002
724,Alexandre Dantas,4864,Daniel MoraesDaniel Moraes,Estadual RJ,Points,W,88KG,4F,2002
725,Alexandre Dantas,4864,Sergio Canudo,Estadual RJ,Toe hold,W,88KG,SF,2002
726,Alexandre Dantas,4864,Raphael Abi-RihanRaphael Abi-Rihan,Estadual RJ,Points,W,88KG,F,2002
842,Alexandre Dantas,4864,Marcelo GarciaMarcelo Garcia,World Champ.,Points,W,ABS,4F,2003
904,Alexandre Dantas,4864,Amal Easton,Brazil vs USA,Pts: 15x0,W,ABS,SPF,2003
915,Alexandre Dantas,4864,Unknown,Pan American,N/A,W,O100KG,4F,2003
916,Alexandre Dantas,4864,Fabricio WerdumFabricio Werdum,Pan American,Toe hold,W,O100KG,SF,2003
964,Alexandre Dantas,4864,Gabriel GonzagaGabriel Gonzaga,BB Challenge 3,Pts: 2x0,W,O100KG,SPF,2004
973,Alexandre Dantas,4864,Diego Latorre,BB Challenge 3,Pts: 10x0,W,100KG,SPF,2004
1009,Alexandre Dantas,4864,Marcio CorletaMarcio Corleta,Pan American,Pts: 8x0,W,O100KG,F,2004
1099,Alexandre Dantas,4864,Fernando TerereFernando Terere,Estadual RJ,Points,W,ABS,4F,2004
1156,Alexandre Dantas,4864,Denis Gomes,Cyclone,Choke,W,ABS,SPF,2005
1157,Alexandre Dantas,4864,Leonardo Chocolate,Rip Dorey,Points,W,ABS,SPF,2005
1158,Alexandre Dantas,4864,Rodrigo Riscado,ADCC Trials,Points,W,100KG,SF,2005
1159,Alexandre Dantas,4864,Bruno BastosBruno Bastos,ADCC Trials,Points,W,100KG,F,2005
1332,Alexandre Dantas,4864,Rodrigo Oliveira,JetPower,Guillotine,W,ABS,SPF,2005
1439,Alexandre Dantas,4864,Unknown,World Champ.,Points,W,88KG,R1,2006
1440,Alexandre Dantas,4864,Raphael Abi-RihanRaphael Abi-Rihan,World Champ.,Referee Decision,W,88KG,4F,2006
3676,Dimitrius Souza,4960,Leandro LoLeandro Lo,Copa Podio,Pts: 2x0,L,85KG,GP,2012
3696,Dimitrius Souza,4960,Leandro LoLeandro Lo,Copa Podio,Pts: 7x0,L,85KG,F,2012
4086,Dimitrius Souza,4960,Rafael LovatoRafael Lovato,World Champ.,Referee Decision,L,88KG,4F,2012
4304,Dimitrius Souza,4960,Mathias Ribeiro,London Open,Points,L,ABS,F,2012
4804,Dimitrius Souza,4960,Andre GalvaoAndre Galvao,World Champ.,Choke from back,L,88KG,4F,2013
6926,Dimitrius Souza,4960,Erberth SantosErberth Santos,Rio Fall Open,Referee Decision,L,ABS,F,2015
7266,Dimitrius Souza,4960,Victor SilverioVictor Silverio,Brasileiro,Adv,L,ABS,4F,2015
7500,Dimitrius Souza,4960,Alexandre RibeiroAlexandre Ribeiro,World Champ.,Pts: 2x0,L,94KG,4F,2015
8324,Dimitrius Souza,4960,Gustavo Saraiva,Brasileiro NoGi,Armbar,L,94KG,SF,2015
8511,Dimitrius Souza,4960,Erberth SantosErberth Santos,IBJJF Rio Pro,Pts: 9x0,L,94KG,F,2015
8564,Dimitrius Souza,4960,Pedro Peres,South American,"Pts: 2x2, Adv",L,ABS,8F,2015
9796,Dimitrius Souza,4960,Miguel AngelMiguel Angel,Brasileiro,Referee Decision,L,94KG,SF,2016
10047,Dimitrius Souza,4960,Cassio FrancisCassio Francis,World Champ.,"Pts: 2x2, Adv",L,94KG,4F,2016
10734,Dimitrius Souza,4960,Erberth SantosErberth Santos,Floripa Open,Toe hold,L,ABS,F,2016
10996,Dimitrius Souza,4960,Patrick GaudioPatrick Gaudio,BJJ Rio Pro,Points,L,94KG,F,2016
11090,Dimitrius Souza,4960,Marcus Fernandes,Grand Slam RJ,Submission,L,94KG,4F,2016
11845,Dimitrius Souza,4960,Erberth SantosErberth Santos,BH Summer Open,Pts: 4x0,L,ABS,F,2017
12233,Dimitrius Souza,4960,Tanner RiceTanner Rice,Pan American,Referee Decision,L,94KG,SF,2017
12713,Dimitrius Souza,4960,Victor HonorioVictor Honorio,Brasileiro,Referee Decision,L,ABS,4F,2017
12894,Dimitrius Souza,4960,Leandro LoLeandro Lo,Salvador Spring O.,Bow and arrow,L,ABS,F,2017
13197,Dimitrius Souza,4960,Nicholas MeregaliNicholas Meregali,World Champ.,Triangle,L,94KG,SF,2017
13754,Dimitrius Souza,4960,Erberth SantosErberth Santos,Sao Paulo Open,Bow and arrow,L,ABS,F,2017
13756,Dimitrius Souza,4960,Marcus AlmeidaMarcus Almeida,IBJJF Pro GP,"Pts: 0x0, Adv",L,ABS,4F,2017
14384,Dimitrius Souza,4960,Alexandre RibeiroAlexandre Ribeiro,Grand Slam RJ,Pts: 2x0,L,94KG,3RD,2017
14500,Dimitrius Souza,4960,Erberth SantosErberth Santos,South American,Points,L,ABS,F,2017
15108,Dimitrius Souza,4960,Fellipe AndrewFellipe Andrew,ACB S. American,Pts: 2x0,L,95KG,4F,2018
16279,Dimitrius Souza,4960,Fellipe AndrewFellipe Andrew,Brasileiro,Botinha,L,94KG,F,2018
16583,Dimitrius Souza,4960,Fellipe AndrewFellipe Andrew,World Champ.,Pts: 4x0,L,94KG,4F,2018
16624,Dimitrius Souza,4960,Luiz PanzaLuiz Panza,World Champ.,Botinha,L,ABS,8F,2018
20704,Dimitrius Souza,4960,Kaynan DuarteKaynan Duarte,World Champ.,Pts: 2x0,L,94KG,SF,2019
22043,Dimitrius Souza,4960,Leandro LoLeandro Lo,BJJ Stars,"Pts: 0x0, Adv",L,ABS,4F,2019
22633,Dimitrius Souza,4960,Yan LucasYan Lucas,South American,Referee Decision,L,ABS,SF,2019
23167,Dimitrius Souza,4960,Adam WardzinskiAdam Wardzinski,European Open,Choke from back,L,94KG,SF,2020
28145,Dimitrius Souza,4960,Rider ZuchiRider Zuchi,Brasileiro,Kneebar,L,ABS,SF,2021
29474,Dimitrius Souza,4960,Wallace CostaWallace Costa,World Champ.,Referee Decision,L,ABS,8F,2021
29606,Dimitrius Souza,4960,Luan AzevedoLuan Azevedo,World Champ.,Referee Decision,L,94KG,SF,2021
33059,Dimitrius Souza,4960,Kaynan DuarteKaynan Duarte,World Champ.,"Pts: 0x0, Adv",L,94KG,F,2022
38486,Dimitrius Souza,4960,Nicholas MeregaliNicholas Meregali,Pan American,Choke from back,L,ABS,SF,2023
38620,Dimitrius Souza,4960,Adam WardzinskiAdam Wardzinski,Pan American,Referee Decision,L,94KG,SF,2023
40556,Dimitrius Souza,4960,Pedro MachadoPedro Machado,World Champ.,Referee Decision,L,94KG,SF,2023
50487,Dimitrius Souza,4960,Vinicius LiberatiVinicius Liberati,World Champ.,Pts: 4x2,L,94KG,8F,2024
3684,Dimitrius Souza,4960,Otavio SousaOtavio Sousa,Copa Podio,Pts: 2x0,W,85KG,GP,2012
3687,Dimitrius Souza,4960,Felipe Preguiça,Copa Podio,"Pts: 4x4, Adv",W,85KG,GP,2012
3692,Dimitrius Souza,4960,Rafael BarbosaRafael Barbosa,Copa Podio,"Pts: 4x4, Adv",W,85KG,GP,2012
3694,Dimitrius Souza,4960,Davi RamosDavi Ramos,Copa Podio,Pts: 6x4,W,85KG,SF,2012
4074,Dimitrius Souza,4960,Rogerio Passos,World Champ.,Points,W,88KG,R1,2012
4294,Dimitrius Souza,4960,Alfredo Aguilera,European NoGi,RNC,W,94KG,SF,2012
4295,Dimitrius Souza,4960,Renato Morais,European NoGi,N/A,W,94KG,F,2012
4297,Dimitrius Souza,4960,Gabriel MarangoniGabriel Marangoni,European NoGi,Points,W,ABS,4F,2012
4298,Dimitrius Souza,4960,Renato Morais,European NoGi,N/A,W,ABS,SF,2012
4301,Dimitrius Souza,4960,Marcelo Bernardo,London Open,Points,W,94KG,SF,2012
4302,Dimitrius Souza,4960,R. Tavares,London Open,N/A,W,94KG,F,2012
4303,Dimitrius Souza,4960,Oliver GeddesOliver Geddes,London Open,Submission,W,ABS,SF,2012
4458,Dimitrius Souza,4960,Leonardo Maciel,European Open,Adv,W,94KG,F,2013
4642,Dimitrius Souza,4960,Unknown,Brasileiro,Armbar,W,94KG,R1,2013
4643,Dimitrius Souza,4960,Rafael LovatoRafael Lovato,Brasileiro,Pts: 2x0,W,94KG,4F,2013
4644,Dimitrius Souza,4960,Nivaldo OliveiraNivaldo Oliveira,Brasileiro,Points,W,94KG,SF,2013
4645,Dimitrius Souza,4960,Leonardo Maciel,Brasileiro,Referee Decision,W,94KG,F,2013
4848,Dimitrius Souza,4960,Leonardo Maciel,Copa Podio,Pts: 14x2,W,ABS,SPF,2013
5556,Dimitrius Souza,4960,Alan Regis,Brasileiro,"Pts: 0x0, Adv",W,94KG,F,2014
5841,Dimitrius Souza,4960,Lucas LeiteLucas Leite,World Champ.,Adv,W,94KG,4F,2014
6260,Dimitrius Souza,4960,Vitor ToledoVitor Toledo,South American,N/A,W,94KG,F,2014
6316,Dimitrius Souza,4960,Stefano Correa,Paulista FPJJ,Armbar,W,ABS,F,2014
6317,Dimitrius Souza,4960,Bruno Cuppari,Paulista FPJJ,Pts: 2x0,W,94KG,F,2014
6925,Dimitrius Souza,4960,William Martins,Rio Fall Open,Choke from back,W,ABS,SF,2015
6939,Dimitrius Souza,4960,Alberto Ramos,Rio Fall Open,N/A,W,94KG,SF,2015
6940,Dimitrius Souza,4960,Alan Regis,Rio Fall Open,Referee Decision,W,94KG,F,2015
6952,Dimitrius Souza,4960,Alberto Oliveira,Rio Fall NoGi,N/A,W,94KG,SF,2015
6953,Dimitrius Souza,4960,Leo Maciel,Rio Fall NoGi,N/A,W,94KG,F,2015
7261,Dimitrius Souza,4960,Leo Teixeira,Brasileiro,N/A,W,ABS,R1,2015
7490,Dimitrius Souza,4960,Roberto Torralbas,World Champ.,Points,W,94KG,8F,2015
8082,Dimitrius Souza,4960,Kaue Damasceno,Desafio UK,Pts: 8x0,W,100KG,SPF,2015
8329,Dimitrius Souza,4960,Unknown,Brasileiro NoGi,Adv,W,ABS,R1,2015
8333,Dimitrius Souza,4960,Willian Martins,Brasileiro NoGi,Adv,W,ABS,4F,2015
8335,Dimitrius Souza,4960,Matheus Souza,Brasileiro NoGi,Submission,W,ABS,SF,2015
8336,Dimitrius Souza,4960,Romulo AzevedoRomulo Azevedo,Brasileiro NoGi,Pts: 6x0,W,ABS,F,2015
8508,Dimitrius Souza,4960,Diego Sergio,IBJJF Rio Pro,Choke from back,W,94KG,4F,2015
8510,Dimitrius Souza,4960,Diogo SampaioDiogo Sampaio,IBJJF Rio Pro,Points,W,94KG,SF,2015
8555,Dimitrius Souza,4960,Romes Pereira,South American,Pts: 7x0,W,ABS,R1,2015
8589,Dimitrius Souza,4960,Oriones Netto,South American,Choke from back,W,94KG,4F,2015
8591,Dimitrius Souza,4960,Romes Ramos,South American,Injury,W,94KG,SF,2015
9791,Dimitrius Souza,4960,Romes Ramos,Brasileiro,DQ,W,94KG,4F,2016
9908,Dimitrius Souza,4960,Gustavo Almeida,Curitiba Open,Choke,W,94KG,SF,2016
10041,Dimitrius Souza,4960,Arnaldo MaidanaArnaldo Maidana,World Champ.,"Pts: 0x0, Adv",W,94KG,R1,2016
10420,Dimitrius Souza,4960,Diogo AlmeidaDiogo Almeida,Curitiba W. Open,Choke from back,W,94KG,F,2016
10429,Dimitrius Souza,4960,Diogo AlmeidaDiogo Almeida,Curitiba W. Open,Points,W,ABS,SF,2016
10430,Dimitrius Souza,4960,Matheus SpirandeliMatheus Spirandeli,Curitiba W. Open,Pts: 2x0,W,ABS,F,2016
10432,Dimitrius Souza,4960,Bruno FerreiraBruno Ferreira,Curitiba NoGi Open,Points,W,91KG,F,2016
10433,Dimitrius Souza,4960,George Antonio,Curitiba NoGi Open,RNC,W,ABS,F,2016
10582,Dimitrius Souza,4960,Marcos Aurélio,Sao Paulo Open,Choke,W,94KG,4F,2016
10584,Dimitrius Souza,4960,Diogo AlmeidaDiogo Almeida,Sao Paulo Open,Pts: 5x0,W,94KG,SF,2016
