Competing Athlete,Opponent,Event,Method,Result
Eduardo Azevedo,38575,Tarik HopstockTarik Hopstock,W,Pts: 2x0
Eduardo Azevedo,40110,Michael Aaron,W,Choke
Eduardo Azevedo,40114,Bruno MatiasBruno Matias,W,Pts: 13x2
Eduardo Azevedo,41371,Michael Laci,W,Armbar
Eduardo Azevedo,41445,Francisco CuneoFrancisco Cuneo,W,Referee Decision
Eduardo Azevedo,41447,Andy VarelaAndy Varela,W,Pts: 2x0
Eduardo Azevedo,43508,Ethan Vistro,W,Pts: 11x0
Eduardo Azevedo,43515,Pierpaolo Chiappe,W,RNC
Eduardo Azevedo,48761,Anderson Brandao,W,Choke from back
Eduardo Azevedo,48763,Vitor OliveiraVitor Oliveira,W,"Pts: 0x0, Adv"
Eduardo Azevedo,49480,Vitor Sotini,W,Pts: 3x0
Eduardo Azevedo,49491,Gialysson FreitasGialysson Freitas,W,Pts: 4x2
Eduardo Azevedo,50418,AJ AgazarmAJ Agazarm,W,Pts: 12x0
Eduardo Azevedo,51629,Matheus Pereira,W,Points
Eduardo Azevedo,51632,Mohammad Ihmoud,W,Choke
Eduardo Azevedo,51634,Matheus Pereira,W,Points
Eduardo Azevedo,52335,Guilherme Higinio,W,Choke
Eduardo Azevedo,52337,Alexandre Manara,W,Choke from back
Eduardo Azevedo,54574,Matheus Dias,W,Triangle
Eduardo Azevedo,54580,Juan Armendariz,W,Pts: 7x0
Eduardo Azevedo,54584,Pierre Leclerc,W,Pts: 2x0
Eduardo Azevedo,54588,Arley PachecoArley Pacheco,W,"Pts: 0x0, Adv"
Eduardo Azevedo,56940,Emilio HernandezEmilio Hernandez,W,Pts: 12x2
Eduardo Avelar,21104,Ygor RodriguesYgor Rodrigues,L,Points
Eduardo Avelar,21125,Otavio Nalati,L,Points
Eduardo Avelar,21693,Victor SilverioVictor Silverio,L,Referee Decision
Eduardo Avelar,21958,Guthierry BarbosaGuthierry Barbosa,L,Armbar
Eduardo Avelar,21970,Mathias LunaMathias Luna,L,Triangle
Eduardo Avelar,22123,Natan ChuengNatan Chueng,L,Pts: 2x0
Eduardo Avelar,22388,Fabio CaloiFabio Caloi,L,Armbar
Eduardo Avelar,22401,Marcelo GomideMarcelo Gomide,L,Pts: 2x0
Eduardo Avelar,22793,Max LindbladMax Lindblad,L,Choke from mount
Eduardo Avelar,23403,Leonardo LaraLeonardo Lara,L,Crucifix choke
Eduardo Avelar,23422,Pedro AgrizziPedro Agrizzi,L,Adv
Eduardo Avelar,23720,Felipe CesarFelipe Cesar,L,Pts: 4x2
Eduardo Avelar,24293,Diego OliveiraDiego Oliveira,L,Pts: 6x2
Eduardo Avelar,24567,Jonata GomesJonata Gomes,L,Referee Decision
Eduardo Avelar,24729,Ygor RodriguesYgor Rodrigues,L,Pts: 6x4
Eduardo Avelar,24952,Alex SodreAlex Sodre,L,Referee Decision
Eduardo Avelar,25240,Arnaldo MaidanaArnaldo Maidana,L,RNC
Eduardo Avelar,25836,Tainan DalpraTainan Dalpra,L,Armbar
Eduardo Avelar,25866,Oliver TazaOliver Taza,L,Inside heel hook
Eduardo Avelar,25883,Bruno MatiasBruno Matias,L,Inside heel hook
Eduardo Avelar,26157,PJ BarchPJ Barch,L,RNC
Eduardo Avelar,26666,Rafael LovatoRafael Lovato,L,Choke
Eduardo Avelar,26671,James Partridge,L,Inside heel hook
Eduardo Avelar,26710,Ronaldo JuniorRonaldo Junior,L,Choke from back
Eduardo Avelar,27631,Ronaldo JuniorRonaldo Junior,L,Choke from back
Eduardo Avelar,29079,Mathias LunaMathias Luna,L,"Pts: 0x0, Adv"
Eduardo Avelar,29559,Isaque BahienseIsaque Bahiense,L,N/A
Eduardo Avelar,30829,Andy MurasakiAndy Murasaki,L,Pts: 8x2
Eduardo Avelar,30843,Bryan Peterson,L,Points
Eduardo Avelar,31725,Tainan DalpraTainan Dalpra,L,Choke from back
Eduardo Avelar,32827,Mathias LunaMathias Luna,L,Pts: 2x0
Eduardo Avelar,33006,Ronaldo JuniorRonaldo Junior,L,Choke from back
Eduardo Avelar,34602,Breno Maciel,L,Adv
Eduardo Avelar,34805,Tainan DalpraTainan Dalpra,L,Toe hold
Eduardo Avelar,35651,Michael LanghiMichael Langhi,L,Referee Decision
Eduardo Avelar,36965,Andy MurasakiAndy Murasaki,L,Injury
Eduardo Avelar,37472,Rolando SamsonRolando Samson,L,Choke
Eduardo Avelar,38579,Pedro MaiaPedro Maia,L,Cachecol choke
Eduardo Avelar,40074,Sebastian Guevara,L,N/A
Eduardo Avelar,40116,Guilherme AugustoGuilherme Augusto,L,Armbar
Eduardo Avelar,40492,Tarik HopstockTarik Hopstock,L,Straight ankle lock
Eduardo Avelar,41373,Mathias LunaMathias Luna,L,Pts: 4x2
Eduardo Avelar,42745,Andy VarelaAndy Varela,L,Pts: 2x0
Eduardo Avelar,43519,Oliver TazaOliver Taza,L,Inside heel hook
Eduardo Avelar,46673,Yan LucasYan Lucas,L,DQ
Eduardo Avelar,48079,Raul BasilioRaul Basilio,L,"Pts: 2x2, Adv"
Eduardo Avelar,49481,Vitor OliveiraVitor Oliveira,L,Adv
Eduardo Avelar,49495,Arthan Barcellos,L,Choke from back
Eduardo Avelar,50428,Francisco LoFrancisco Lo,L,Kneebar
Eduardo Avelar,51630,Felipe Teixeira,L,Referee Decision
Eduardo Avelar,52339,Arthan Bandeira,L,Points
Eduardo Avelar,52356,Nathan Haddad,L,N/A
Eduardo Avelar,54590,Natan ChuengNatan Chueng,L,Pts: 2x0
Eduardo Avelar,55992,Tarik HopstockTarik Hopstock,L,Pts: 2x0
Eduardo Avelar,56937,Ethan Major,L,Pts: 4x2
Eduardo Avelar,56941,Clay Mayfield,L,"Pts: 0x0, Adv"
Eduardo Avelar,21124,Flavio Gilli,W,Points
Eduardo Avelar,21956,Thiago Lemos,W,Points
Eduardo Avelar,21965,I. Abdulhamid,W,Pts: 8x2
Eduardo Avelar,21968,Thiago Lemos,W,Choke from back
Eduardo Avelar,22120,Luciano Bernert,W,Pts: 3x0
Eduardo Avelar,22122,Djalma Santana,W,RNC
Eduardo Avelar,22385,Douglas Goncalves,W,Pts: 10x0
Eduardo Avelar,22386,Marco Queiroz,W,Pts: 2x0
Eduardo Avelar,22398,Marcelo Fagundes,W,Pts: 6x0
Eduardo Avelar,22400,Felipe BezerraFelipe Bezerra,W,Adv
Eduardo Avelar,22792,Petr Mamaev,W,RNC
Eduardo Avelar,22800,Petr Mamaev,W,RNC
Eduardo Avelar,22801,Jacopo Pasquini,W,RNC
Eduardo Avelar,23397,Bruno Tosto,W,Choke from back
Eduardo Avelar,23400,Ronieri Silva,W,Footlock
Eduardo Avelar,23401,Breno Maciel,W,Pts: 2x0
Eduardo Avelar,23717,N/A,W,Choke from back
Eduardo Avelar,23719,Romualdo Andrade,W,Points
Eduardo Avelar,24285,Vinicius Torres,W,Armbar
Eduardo Avelar,24288,Matheus Vieira,W,RNC
Eduardo Avelar,24292,Darlan Casaca,W,RNC
Eduardo Avelar,24566,Matheus Vieira,W,Bow and arrow
Eduardo Avelar,24943,Darlan Casaca,W,Points
Eduardo Avelar,24949,Vinicius PereiraVinicius Pereira,W,Referee Decision
Eduardo Avelar,25239,Parick Goncalves,W,"Pts: 0x0, Adv"
Eduardo Avelar,25816,Adrian Uribe,W,Bow and arrow
Eduardo Avelar,25817,Rob. Anderson,W,Pts: 4x0
Eduardo Avelar,25834,Alexander Lane,W,Pts: 10x2
Eduardo Avelar,25865,Thiago Graca,W,Pts: 4x0
Eduardo Avelar,25880,Joshua Guerra,W,Inside heel hook
Eduardo Avelar,26267,Jonathan Roberts,W,Cross choke
Eduardo Avelar,26269,Eric Ingram,W,Bow and arrow
Eduardo Avelar,26280,Eric Ingram,W,Kimura
Eduardo Avelar,26281,Joshua McKinney,W,Outside heel hook
Eduardo Avelar,26661,Matheus Oliveira,W,Armbar
Eduardo Avelar,26664,Matheus Galvao,W,Armlock
Eduardo Avelar,26670,Josh Davies,W,RNC
Eduardo Avelar,26706,Ross Daniel,W,Pts: 10x2
Eduardo Avelar,27034,Brian BeauryBrian Beaury,W,Choke from back
Eduardo Avelar,27035,Lucas Valle,W,Referee Decision
Eduardo Avelar,27616,Gregory Paulino,W,Armbar
Eduardo Avelar,27623,Caio CaetanoCaio Caetano,W,Pts: 18x10
Eduardo Avelar,29071,Chris Gabrielson,W,Triangle
Eduardo Avelar,29076,Yue Goh,W,Choke from back
Eduardo Avelar,29551,Rehan Muttalib,W,"Pts: 0x0, Adv"
Eduardo Avelar,30009,Matheus Oliveira,W,"Pts: 0x0, Adv"
Eduardo Avelar,30011,Celso Ricardo,W,DQ
Eduardo Avelar,30825,Raymond Mugica,W,Violin armlock
Eduardo Avelar,30827,Carlos Castro,W,Referee Decision
Eduardo Avelar,31720,Kauan BarbozaKauan Barboza,W,Bow and arrow
Eduardo Avelar,32823,Rehan Muttalib,W,Points
Eduardo Avelar,32998,Clay Mayfield,W,Pts: 2x0
Eduardo Avelar,34601,Joshua McKinney,W,Pts: 2x0
Eduardo Avelar,34800,Luis Henrique,W,Cross choke
Eduardo Avelar,34804,Joshua Mckinney,W,Choke from back
Eduardo Avelar,34873,Francisco CuneoFrancisco Cuneo,W,Pts: 2x0
Eduardo Avelar,34874,Joshua Bacallao,W,Pts: 4x0
Eduardo Avelar,36958,Joshua Bacallao,W,Referee Decision
Eduardo Avelar,38570,Kauan BarbozaKauan Barboza,W,Pts: 8x6
Eduardo Avelar,38575,Tarik HopstockTarik Hopstock,W,Pts: 2x0
Eduardo Avelar,40110,Michael Aaron,W,Choke
Eduardo Avelar,40114,Bruno MatiasBruno Matias,W,Pts: 13x2
Eduardo Avelar,41371,Michael Laci,W,Armbar
Eduardo Avelar,41445,Francisco CuneoFrancisco Cuneo,W,Referee Decision
Eduardo Avelar,41447,Andy VarelaAndy Varela,W,Pts: 2x0
Eduardo Avelar,43508,Ethan Vistro,W,Pts: 11x0
Eduardo Avelar,43515,Pierpaolo Chiappe,W,RNC
Eduardo Avelar,48761,Anderson Brandao,W,Choke from back
Eduardo Avelar,48763,Vitor OliveiraVitor Oliveira,W,"Pts: 0x0, Adv"
Eduardo Avelar,49480,Vitor Sotini,W,Pts: 3x0
Eduardo Avelar,49491,Gialysson FreitasGialysson Freitas,W,Pts: 4x2
Eduardo Avelar,50418,AJ AgazarmAJ Agazarm,W,Pts: 12x0
Eduardo Avelar,51629,Matheus Pereira,W,Points
Eduardo Avelar,51632,Mohammad Ihmoud,W,Choke
Eduardo Avelar,51634,Matheus Pereira,W,Points
Eduardo Avelar,52335,Guilherme Higinio,W,Choke
Eduardo Avelar,52337,Alexandre Manara,W,Choke from back
Eduardo Avelar,54574,Matheus Dias,W,Triangle
Eduardo Avelar,54580,Juan Armendariz,W,Pts: 7x0
Eduardo Avelar,54584,Pierre Leclerc,W,Pts: 2x0
Eduardo Avelar,54588,Arley PachecoArley Pacheco,W,"Pts: 0x0, Adv"
Eduardo Avelar,56940,Emilio HernandezEmilio Hernandez,W,Pts: 12x2
Eduardo Barboza,11534,Koji ShibamotoKoji Shibamoto,L,Pts: 4x2
Eduardo Barboza,12113,Bruno MalfacineBruno Malfacine,L,Bow and Arrow
Eduardo Barboza,13554,Douglas Rufino,L,Adv
Eduardo Barboza,14005,Joao MiyaoJoao Miyao,L,RNC
Eduardo Barboza,15363,David Herrera,L,Referee Decision
Eduardo Barboza,16432,Hiago GamaHiago Gama,L,Short choke
Eduardo Barboza,26119,Richard AlarconRichard Alarcon,L,Pts: 2x0
Eduardo Barboza,27569,Keven CarrascoKeven Carrasco,L,Choke
Eduardo Barboza,28244,Antione Gibson,L,Outside heel hook
Eduardo Barboza,53229,Max Li,L,Pts: 14x0
Eduardo Barboza,11530,Roulien Moreira,W,Adv
Eduardo Barboza,11850,Javier Gomez,W,Referee Decision
Eduardo Barboza,12112,Kristian WoodmanseeKristian Woodmansee,W,Pts: 2x0
Eduardo Barboza,13552,Frank Bispo,W,Pts: 8x0
Eduardo Barboza,14002,Mark RamosMark Ramos,W,Toe hold
Eduardo Barboza,14003,R. Costa,W,"Pts: 0x0, Pen"
Eduardo Barboza,15767,Kristian WoodmanseeKristian Woodmansee,W,Referee Decision
Eduardo Barboza,15957,Jimmy Santiago,W,N/A
Eduardo Barboza,15959,Kristian WoodmanseeKristian Woodmansee,W,Injury
Eduardo Barboza,17051,Joseph Conery,W,Omoplata armlock
Eduardo Barboza,26113,Reylando Leon,W,"Pts: 2x2, Adv"
Eduardo Granzotto,42641,Cole AbateCole Abate,L,"Pts: 0x0, Adv"
Eduardo Granzotto,43614,Inacio SantosInacio Santos,L,Points
Eduardo Granzotto,44165,Mateus RodriguesMateus Rodrigues,L,"Pts: 0x0, Adv"
Eduardo Granzotto,46493,Kennedy MacielKennedy Maciel,L,Triangle armlock
Eduardo Granzotto,48038,Isaac DoederleinIsaac Doederlein,L,Straight ankle lock
Eduardo Granzotto,50346,Malachi EdmondMalachi Edmond,L,Arm in Ezekiel
Eduardo Granzotto,52207,Fabio AlanoFabio Alano,L,Pts: 4x0
Eduardo Granzotto,53502,Thiago MacedoThiago Macedo,L,Referee Decision
Eduardo Granzotto,53512,Thiago MacedoThiago Macedo,L,Pts: 2x2
Eduardo Granzotto,54297,Kevin MahechaKevin Mahecha,L,Pts: 7x0
Eduardo Granzotto,55412,Ademir BarretoAdemir Barreto,L,Kneebar
Eduardo Granzotto,43594,Thalys PontesThalys Pontes,W,Pts: 5x0
Eduardo Granzotto,43596,Emilio HernandezEmilio Hernandez,W,Armbar
Eduardo Granzotto,43613,Andrew Pardee,W,Baratoplata
Eduardo Granzotto,44140,Jason Dowser,W,RNC
Eduardo Granzotto,44141,Edward Lucero,W,Pts: 7x0
Eduardo Granzotto,46085,Nikita Morozov,W,RNC
Eduardo Granzotto,46489,Jihwan Park,W,Pts: 5x4
Eduardo Granzotto,47505,Mourece Ramirez,W,Pts: 2x0
Eduardo Granzotto,48022,Mourece Ramirez,W,"Pts: 0x0, Adv"
Eduardo Granzotto,50338,Rene Lopez,W,"Pts: 0x0, Adv"
Eduardo Granzotto,53488,Zach KainaZach Kaina,W,Pts: 3x3
Eduardo Granzotto,53495,Gabriel Cardoso,W,Pts: 2x0
Eduardo Granzotto,53510,Sebastian SerpaSebastian Serpa,W,Pts: 1x0
Eduardo Granzotto,54296,Pablo Henrique,W,Armbar
Eduardo Granzotto,54306,Vinicius Furio,W,Choke from back
Eduardo Granzotto,54308,Sebastian SerpaSebastian Serpa,W,Points
Eduardo Granzotto,54310,JP Rocha,W,Points
Eduardo Lopes,19775,Gilmar Silva,L,Triangle
Eduardo Lopes,19945,Igor SchneiderIgor Schneider,L,Points
Eduardo Lopes,20390,Rudson MateusRudson Mateus,L,"Pts: 0x0, Adv"
Eduardo Lopes,20724,R. EvangelistaR. Evangelista,L,Toe hold
Eduardo Lopes,20735,Arnaldo MaidanaArnaldo Maidana,L,Armbar
Eduardo Lopes,24809,Erich MunisErich Munis,L,Pts: 9x0
Eduardo Lopes,26887,Gabriel HenriqueGabriel Henrique,L,Pts: 12x0
Eduardo Lopes,19319,Andre Rudolfo,W,Shoulder pressure
Eduardo Lopes,19320,Joao Soares,W,Shoulder pressure
Eduardo Lopes,19322,Andre Rudolfo,W,Shoulder pressure
Eduardo Lopes,19324,Henrique Felix,W,Points
Eduardo Lopes,19326,Fernando ReisFernando Reis,W,Shoulder pressure
Eduardo Lopes,19327,Manoel Porto,W,Shoulder pressure
Eduardo Lopes,19774,Cleyton I.,W,Points
Eduardo Lopes,19836,Paulo Henrique,W,Americana
Eduardo Lopes,19838,Gabriel LucasGabriel Lucas,W,Points
Eduardo Lopes,19839,Herico Hesley,W,Pts: 3x0
Eduardo Lopes,19843,Wellington LuisWellington Luis,W,N/A
Eduardo Lopes,19844,Kitner Moura,W,N/A
Eduardo Lopes,19943,Herico Hesley,W,Points
Eduardo Lopes,20357,Thiago Henrique,W,Shoulder pressure
Eduardo Lopes,20360,Felipe Sanchez,W,Shoulder pressure
Eduardo Lopes,20363,Antonio Asseff,W,"Pts: 0x0, Adv"
Eduardo Lopes,20366,Victor HonorioVictor Honorio,W,Pts: 2x0
Eduardo Lopes,20367,Felipe BezerraFelipe Bezerra,W,Shoulder pressure
Eduardo Lopes,20380,Felipe BezerraFelipe Bezerra,W,Referee Decision
Eduardo Lopes,20721,Joseph Moku,W,Pts: 9x0
Eduardo Lopes,21036,Hugo Leonardo,W,Choke
Eduardo Roque,30323,Carlos Campos,L,"Pts: 0x0, Pen"
Eduardo Roque,30601,Sam McNallySam McNally,L,"Pts: 4x4, Adv"
Eduardo Roque,32036,Johnny TamaJohnny Tama,L,Estima lock
Eduardo Roque,34671,Thiago MacedoThiago Macedo,L,Pts: 4x2
Eduardo Roque,34793,Pablo LavaselliPablo Lavaselli,L,"Pts: 2x2, Adv"
Eduardo Roque,34835,Fellipe AndrewFellipe Andrew,L,Katagatame
Eduardo Roque,37352,Luiz Felipe,L,"Pts: 0x0, Adv"
Eduardo Roque,50239,Clay Mayfield,L,Points
Eduardo Roque,50443,Gustavo BatistaGustavo Batista,L,DQ
Eduardo Roque,52420,Daniel JuniorDaniel Junior,L,"Pts: 2x2, Adv"
Eduardo Roque,52652,Alef BritoAlef Brito,L,Violin armlock
Eduardo Roque,56923,Erick Chaves,L,Submission
Eduardo Roque,30305,Alexsandre Lima,W,Referee Decision
Eduardo Roque,30596,Kiren Newadj,W,Pts: 2x0
Eduardo Roque,32035,Andrew Pardee,W,Choke from back
Eduardo Roque,34789,Manuel Aguilar,W,Triangle
Eduardo Roque,34828,Chris Gabrielson,W,Armbar
Eduardo Roque,34831,Marlon Tanaka,W,Triangle
Eduardo Roque,35900,Daniel Proano,W,Triangle
Eduardo Roque,35902,Leo SilvaLeo Silva,W,Pts: 4x2
Eduardo Roque,35903,Daniel SathlerDaniel Sathler,W,Pts: 2x0
Eduardo Roque,36296,Kevin Harmon,W,Triangle
Eduardo Roque,36298,Sebastian SerpaSebastian Serpa,W,Pts: 2x0
Eduardo Roque,36792,Pedro Henrique,W,Triangle
Eduardo Roque,36794,Vinny Saenz,W,Triangle armlock
Eduardo Roque,37290,Alexandre MolinaroAlexandre Molinaro,W,Pts: 8x2
Eduardo Roque,52647,Christian Kaneshiro,W,Arm in Ezekiel
Eduardo Roque,56919,Jose Pereira,W,Pts: 7x2
Eduardo Roque,56922,Mateus Carmo,W,Pts: 5x3
Eduardo Telles,721,Marcio CruzMarcio Cruz,L,Pts: 10x2
Eduardo Telles,856,Hugo Carioni,L,Adv
Eduardo Telles,986,Alexandre RibeiroAlexandre Ribeiro,L,"Pts: 0x0, Adv"
Eduardo Telles,1007,Gabriel VellaGabriel Vella,L,"Pts: 0x0, Adv"
Eduardo Telles,1094,Fernando MargaridaFernando Margarida,L,Toe hold
Eduardo Telles,1200,Roger GracieRoger Gracie,L,Armbar
Eduardo Telles,1223,Gabriel Napao,L,"Pts: 0x0, Pen"
Eduardo Telles,1246,Alexandre RibeiroAlexandre Ribeiro,L,Pts: 4x2
Eduardo Telles,1267,Ronaldo SouzaRonaldo Souza,L,Clock choke
Eduardo Telles,1311,Fernando MargaridaFernando Margarida,L,Adv
Eduardo Telles,1377,Braulio EstimaBraulio Estima,L,Triangle armbar
Eduardo Telles,1390,Rafael LovatoRafael Lovato,L,Pts: 2x0
Eduardo Telles,1504,Jefferson MouraJefferson Moura,L,Pts: 5x2
Eduardo Telles,1545,Murilo SantanaMurilo Santana,L,"Pts: 0x0, Adv"
Eduardo Telles,1580,Rick Macauley,L,Points
Eduardo Telles,1797,Cristiano LazzariniCristiano Lazzarini,L,Points
Eduardo Telles,1818,Gabriel VellaGabriel Vella,L,Referee Decision
Eduardo Telles,1861,Andre GalvaoAndre Galvao,L,Arm in Ezekiel
Eduardo Telles,1974,Roger GracieRoger Gracie,L,"Pts: 0x0, Adv"
Eduardo Telles,2361,Tiago Gaia,L,Referee Decision
Eduardo Telles,2707,Tarsis HumphreysTarsis Humphreys,L,Pts: 2x0
Eduardo Telles,2985,Sergio MoraesSergio Moraes,L,Pts: 5x2
Eduardo Telles,3119,Romulo BarralRomulo Barral,L,"Pts: 2x2, Adv"
Eduardo Telles,4250,Roberto AlencarRoberto Alencar,L,Points
Eduardo Telles,4273,Antonio PeinadoAntonio Peinado,L,Points
Eduardo Telles,4368,Joao MiyaoJoao Miyao,L,Adv
Eduardo Telles,4740,Antonio PeinadoAntonio Peinado,L,Points
Eduardo Telles,4957,AJ AgazarmAJ Agazarm,L,"Pts: 0x0, Adv"
Eduardo Telles,5139,Gustavo PiresGustavo Pires,L,Pts: 2x0
Eduardo Telles,5306,Fabiano Leite,L,Kneebar
Eduardo Telles,5387,Rodrigo FajardoRodrigo Fajardo,L,Points
Eduardo Telles,5476,Arnaldo MaidanaArnaldo Maidana,L,Armbar
Eduardo Telles,5479,J. Friedrich,L,Kneebar
Eduardo Telles,5954,Keenan CorneliusKeenan Cornelius,L,"Pts: 0x0, Adv"
Eduardo Telles,6046,Arnaldo MaidanaArnaldo Maidana,L,Armbar
Eduardo Telles,6093,Jackson SousaJackson Sousa,L,"Pts: 2x2, Adv"
Eduardo Telles,6744,AJ AgazarmAJ Agazarm,L,Points
Eduardo Telles,6879,Bernardo FariaBernardo Faria,L,Pts: 8x0
Eduardo Telles,10498,Kyle Griffin,L,Inside heel hook
Eduardo Telles,12963,Andre GalvaoAndre Galvao,L,Pts: 8x0
Eduardo Telles,16934,Ben Henderson,L,Pts: 2x0
Eduardo Telles,745,Fernando PieroFernando Piero,W,Points
Eduardo Telles,984,Bruno BastosBruno Bastos,W,Kneebar
Eduardo Telles,988,Todd Margolis,W,Adv
Eduardo Telles,1006,Rener Gracie,W,Points
Eduardo Telles,1198,Antoine Joude,W,Kneebar
Eduardo Telles,1277,Renato Ferro,W,N/A
Eduardo Telles,1374,Leopoldo Canal,W,Points
Eduardo Telles,1375,Rafael LovatoRafael Lovato,W,Pts: 2x0
Eduardo Telles,1385,Carlos PortuguesCarlos Portugues,W,Kneebar
Eduardo Telles,1502,Rigoney Castro,W,Armbar
Eduardo Telles,1547,M. Costa,W,Armbar
Eduardo Telles,1575,Eric Shambari,W,Pts: 12x2
Eduardo Telles,1577,Chris Downum,W,Pts: 5x0
Eduardo Telles,1578,Nathan DuCharm,W,Pts: 2x0
Eduardo Telles,1621,E. Arrivabene,W,Choke from back
Eduardo Telles,1622,Flavio AlmeidaFlavio Almeida,W,Points
Eduardo Telles,1794,Roberto AlencarRoberto Alencar,W,Points
Eduardo Telles,1968,Paulo Ribeiro,W,Armbar
Eduardo Telles,1972,Rafael Eluanger,W,Armbar
Eduardo Telles,1979,Tatsui Onosi,W,Kimura
Eduardo Telles,2220,André Steola,W,RNC
Eduardo Telles,2699,Joao Moncaio,W,Mounted X choke
Eduardo Telles,2704,Orlando Zanetti,W,Choke from back
Eduardo Telles,2743,Otavio SousaOtavio Sousa,W,"Pts: 10x10, Adv"
Eduardo Telles,2979,Ronaldo Antonio,W,Pts: 17x0
Eduardo Telles,3063,Unknown,W,N/A
Eduardo Telles,3065,Ian McphersonIan Mcpherson,W,Adv
Eduardo Telles,4248,Bernardo Tavolaro,W,Points
Eduardo Telles,4266,Bruno Antunes,W,"Pts: 0x0, Adv"
Eduardo Telles,4722,Jaroslaw Konrad,W,Submission
Eduardo Telles,4949,Omar Sabha,W,Kimura
Eduardo Telles,4950,Jason Manly,W,Pts: 5x0
Eduardo Telles,4955,Osvaldo MoizinhoOsvaldo Moizinho,W,Pts: 4x0
Eduardo Telles,5112,Matt Jubera,W,Points
Eduardo Telles,5113,Felipe PenaFelipe Pena,W,Pts: 2x0
Eduardo Telles,5383,Rafael Fraga,W,Pts: 4x0
Eduardo Telles,5478,Josh HingerJosh Hinger,W,Pts: 2x0
Eduardo Telles,5480,Ruben Coronado,W,Katagatame
Eduardo Telles,5953,Inacio NetoInacio Neto,W,Armbar
Eduardo Telles,6396,Mike FowlerMike Fowler,D,---
Eduardo Telles,10306,Fabio LeopoldoFabio Leopoldo,D,---
Eduardo Telles,10492,Matt Secor,W,EBI/OT
Eduardo Tinoco,15090,Renato CardosoRenato Cardoso,L,Pts: 2x0
Eduardo Tinoco,17485,Alef BritoAlef Brito,L,Points
Eduardo Tinoco,17918,Felipe CesarFelipe Cesar,L,Pts: 2x0
Eduardo Tinoco,42989,Manoel Porto,L,Pts: 6x2
Eduardo Tinoco,43283,Pierpaolo Chiappe,L,Pts: 2x0
Eduardo Tinoco,43652,Manoel Porto,L,Pts: 2x0
Eduardo Tinoco,44064,Marcelo Lemelle,L,Referee Decision
Eduardo Tinoco,45282,Pedro BoloPedro Bolo,L,Pts: 6x2
Eduardo Tinoco,46826,Mateus Santos,L,Pts: 5x4
Eduardo Tinoco,52952,Rafael PaganiniRafael Paganini,L,Submission
Eduardo Tinoco,52978,Lucas FoguinhoLucas Foguinho,L,Choke from back
Eduardo Tinoco,15039,Willian Lopes,W,Mounted X choke
Eduardo Tinoco,15728,Alex Coelho,W,Choke from back
Eduardo Tinoco,15729,Joao Chiozzi,W,Choke from back
Eduardo Tinoco,15730,Stefano Correa,W,Adv
Eduardo Tinoco,16769,Robson Sa,W,Points
Eduardo Tinoco,16770,Wellington Pesce,W,Submission
Eduardo Tinoco,16772,Enrique March,W,Choke from back
Eduardo Tinoco,17478,Pedro Alcantra,W,Points
Eduardo Tinoco,17915,Caio CaetanoCaio Caetano,W,Points
Eduardo Tinoco,42982,Lucas Serrado,W,Pts: 4x0
Eduardo Tinoco,43646,Rhuan Duarte,W,N/A
Eduardo Tinoco,43651,Lucas Serrado,W,Pts: 10x0
Eduardo Tinoco,43696,Leonardo Brocca,W,Points
Eduardo Tinoco,45279,Vitor Zandona,W,Choke from back
Eduardo Tinoco,45280,Pedro Henrik,W,"Pts: 10x10, Adv"
Eduardo Tinoco,45340,Lucio Barra,W,Armbar
Eduardo Tinoco,45342,Carlos Souza,W,Armbar
Eduardo Tinoco,46825,Nicolas Ojeda,W,Submission
Eduardo Tinoco,52950,Abraao Severino,W,Pts: 3x0
Eduardo Tinoco,52971,Vinicius Paoli,W,Injury
Edward Cummings,7369,Garry TononGarry Tonon,L,Triangle armbar
Edward Cummings,7965,Augusto MendesAugusto Mendes,L,Pen
Edward Cummings,9410,Augusto MendesAugusto Mendes,D,---
Edward Cummings,11271,Geo MartinezGeo Martinez,L,EBI/OT
Edward Cummings,6666,Dennis Prokopos,W,Outside heel hook
Edward Cummings,7200,John Joseph,W,Outside heel hook
Edward Cummings,7201,Ruben Alvarez,W,Inside heel hook
Edward Cummings,7202,Walter Gomes,W,Armbar
Edward Cummings,7361,Lauri Karppinen,W,Outside heel hook
Edward Cummings,7367,Enrico CoccoEnrico Cocco,W,Inside heel hook
Edward Cummings,7810,Kevin Berbrich,W,Outside heel hook
Edward Cummings,7814,Russ Miura,W,Outside heel hook
Edward Cummings,7818,Baret YoshidaBaret Yoshida,W,Inside heel hook
Edward Cummings,7819,Joe Soto,W,Inside heel hook
Edward Cummings,7958,Asadulaev Surkhay,W,Outside heel hook
Edward Cummings,8035,Reilly Bodycomb,W,Inside heel hook
Edward Cummings,9157,Mansher KheraMansher Khera,W,Referee Decision
Edward Cummings,9455,Nathan Orchard,W,Outside heel hook
Edward Cummings,10290,Sergio Hernandez,W,RNC
Edward Cummings,10298,Chad George,W,Inside heel hook
Edward Cummings,10302,Mike Davila,W,RNC
Edward Cummings,10304,Bill CooperBill Cooper,W,Inside heel hook
Edward Cummings,11261,Alessandro Costa,W,Outside heel hook
Edward Cummings,11267,Alexis AlduncinAlexis Alduncin,W,Inside heel hook
Edward Cummings,11270,Baret YoshidaBaret Yoshida,W,Inside heel hook
