Competing Athlete,Opponent,Event,Method,Result
Italo Moura,36953,Alan SanchezAlan Sanchez,W,Referee Decision
Italo Moura,36959,Marcus Galvao,W,Pts: 2x0
Italo Moura,36964,Marco Queiroz,W,Pts: 2x0
Isaque Bahiense,11517,Leandro LoLeandro Lo,L,Pts: 11x2
Isaque Bahiense,11592,Alec BauldingAlec Baulding,L,Choke from back
Isaque Bahiense,12205,Otavio SousaOtavio Sousa,L,Flying triangle
Isaque Bahiense,12314,Adam WardzinskiAdam Wardzinski,L,Choke from back
Isaque Bahiense,12652,Gabriel ArgesGabriel Arges,L,"Pts: 4x4, Adv"
Isaque Bahiense,12845,Felipe PenaFelipe Pena,L,Darce choke
Isaque Bahiense,13150,Jaime CanutoJaime Canuto,L,Pts: 4x2
Isaque Bahiense,13673,Josh HingerJosh Hinger,L,Darce choke
Isaque Bahiense,14841,C. NegromonteC. Negromonte,L,Referee Decision
Isaque Bahiense,17814,Victor SilverioVictor Silverio,L,Referee Decision
Isaque Bahiense,18870,Gabriel ArgesGabriel Arges,L,Pts: 6x2
Isaque Bahiense,19770,T. Vicente,L,Inside heel hook
Isaque Bahiense,20669,Gabriel ArgesGabriel Arges,L,"Pts: 2x2, Adv"
Isaque Bahiense,21649,Manuel RibamarManuel Ribamar,L,Referee Decision
Isaque Bahiense,21658,Gustavo BatistaGustavo Batista,L,Pts: 2x0
Isaque Bahiense,22237,Dante LeonDante Leon,L,Guillotine
Isaque Bahiense,24452,Leandro LoLeandro Lo,L,Adv
Isaque Bahiense,29572,Tainan DalpraTainan Dalpra,L,Pts: 8x6
Isaque Bahiense,33042,Leandro LoLeandro Lo,L,Pts: 2x0
Isaque Bahiense,33341,Jon BlankJon Blank,D,---
Isaque Bahiense,35108,Giancarlo BodoniGiancarlo Bodoni,L,Pts: 6x0
Isaque Bahiense,36490,Fellipe AndrewFellipe Andrew,L,Pts: 6x5
Isaque Bahiense,36497,Uanderson FerreiraUanderson Ferreira,L,Pts: 4x3
Isaque Bahiense,38011,Tainan DalpraTainan Dalpra,L,Pts: 19x2
Isaque Bahiense,40530,Andy MurasakiAndy Murasaki,L,"Pts: 0x0, Adv"
Isaque Bahiense,47427,C. NegromonteC. Negromonte,L,Referee Decision
Isaque Bahiense,47780,Pedro MarinhoPedro Marinho,L,Pen
Isaque Bahiense,49202,Fellipe AndrewFellipe Andrew,L,Pts: 11x0
Isaque Bahiense,50470,Gustavo BatistaGustavo Batista,L,Kneebar
Isaque Bahiense,52129,Pedro RochaPedro Rocha,L,Referee Decision
Isaque Bahiense,53942,Ronaldo JuniorRonaldo Junior,L,Anaconda choke
Isaque Bahiense,54424,Bruno LimaBruno Lima,L,Referee Decision
Isaque Bahiense,11509,Arya EsfandmazArya Esfandmaz,W,Pts: 11x2
Isaque Bahiense,11512,Nathan MendelsohnNathan Mendelsohn,W,Pts: 4x2
Isaque Bahiense,11581,Karol Kałuszewski,W,Referee Decision
Isaque Bahiense,11588,Davi RamosDavi Ramos,W,Pts: 2x0
Isaque Bahiense,11887,Caio AlmeidaCaio Almeida,W,Pts: 9x0
Isaque Bahiense,11890,Celso ViniciusCelso Vinicius,W,Arm in guillotine
Isaque Bahiense,11894,Delson HelenoDelson Heleno,W,"Pts: 0x0, Adv"
Isaque Bahiense,11901,Wellington LuisWellington Luis,W,Pts: 6x2
Isaque Bahiense,11904,Diego BorgesDiego Borges,W,Pts: 2x0
Isaque Bahiense,11906,Espen M.,W,Pts: 2x0
Isaque Bahiense,11966,Ross Keeping,W,Choke from back
Isaque Bahiense,11967,Samuel Snow,W,Armbar
Isaque Bahiense,11970,Bruno Antonietta,W,Guillotine
Isaque Bahiense,11971,Samuel Snow,W,RNC
Isaque Bahiense,11972,Francisco Mateus,W,Short choke
Isaque Bahiense,11973,Sergio Silva,W,Short choke
Isaque Bahiense,12185,Mateus Rizo,W,Choke from back
Isaque Bahiense,12191,Gabriel ProcopioGabriel Procopio,W,Pts: 2x0
Isaque Bahiense,12199,Scott Thometz,W,Pts: 8x0
Isaque Bahiense,12203,Romulo BarralRomulo Barral,W,Pts: 4x2
Isaque Bahiense,12299,Marco Queiroz,W,Armbar
Isaque Bahiense,12300,Bradley Hill,W,Pts: 13x2
Isaque Bahiense,12301,Kacper Rot,W,Toe hold
Isaque Bahiense,12312,Rodrigo Reis,W,Points
Isaque Bahiense,12350,Albert Ros,W,Pts: 14x2
Isaque Bahiense,12353,Bradley Hill,W,RNC
Isaque Bahiense,12354,Darragh OConaillDarragh OConaill,W,"Pts: 0x0, Adv"
Isaque Bahiense,12429,Pedro Conti,W,N/A
Isaque Bahiense,12430,Sandro Vieira,W,N/A
Isaque Bahiense,12588,Luan CarvalhoLuan Carvalho,W,Referee Decision
Isaque Bahiense,12595,Pedro Farias,W,Pts: 4x0
Isaque Bahiense,12598,Roberto SatoshiRoberto Satoshi,W,Pts: 4x2
Isaque Bahiense,12599,Jhonny LoureiroJhonny Loureiro,W,Pts: 5x0
Isaque Bahiense,12645,Lachlan Gile,W,Pts: 7x4
Isaque Bahiense,12656,Lachlan Gile,W,Pts: 3x0
Isaque Bahiense,12833,Viking Wong,W,Clock choke
Isaque Bahiense,12835,Renato CanutoRenato Canuto,W,Pts: 4x0
Isaque Bahiense,12837,Johnny TamaJohnny Tama,W,Pts: 2x0
Isaque Bahiense,13137,Dainis Ngiyen,W,Pts: 15x0
Isaque Bahiense,13146,Manuel RibamarManuel Ribamar,W,Pts: 6x0
Isaque Bahiense,13393,Lucas BarbosaLucas Barbosa,W,"Pts: 0x0, Adv"
Isaque Bahiense,13395,Jaime CanutoJaime Canuto,W,"Pts: 0x0, Adv"
Isaque Bahiense,13617,Espen MathiesenEspen Mathiesen,W,"Pts: 0x0, Pen"
Isaque Bahiense,14355,Matheus SpirandeliMatheus Spirandeli,W,Pts: 2x0
Isaque Bahiense,14358,Thiago SaThiago Sa,W,"Pts: 0x0, Pen"
Isaque Bahiense,14362,Rodrigo Miguel,W,Bow and arrow
Isaque Bahiense,14365,Willian Martins,W,Armbar
Isaque Bahiense,14366,Gustavo BatistaGustavo Batista,W,"Pts: 0x0, Adv"
Isaque Bahiense,14468,Djalma Santana,W,Armbar
Isaque Bahiense,14470,Alexandre CavaliereAlexandre Cavaliere,W,Choke from back
Isaque Bahiense,14472,Aquila Lanza,W,Bow and arrow
Isaque Bahiense,14474,Luan CarvalhoLuan Carvalho,W,Points
Isaque Bahiense,14838,Nino Moreira,W,Baseball choke
Isaque Bahiense,14840,Igor Sousa,W,Pts: 2x0
Isaque Bahiense,14926,Burak Sarman,W,Pts: 14x0
Isaque Bahiense,14932,Felipe CesarFelipe Cesar,W,"Pts: 0x0, Adv"
Isaque Bahiense,14937,Jaime CanutoJaime Canuto,W,Pts: 2x0
Isaque Bahiense,15094,Uknown,W,Choke from back
Isaque Bahiense,15096,Yago SouzaYago Souza,W,Injury
Isaque Bahiense,15099,Felipe CesarFelipe Cesar,W,Pts: 11x0
Isaque Bahiense,15118,Unknown,W,Referee Decision
Isaque Bahiense,15120,Igor SchneiderIgor Schneider,W,Points
Isaque Bahiense,15121,Otavio Nalati,W,Referee Decision
Isaque Bahiense,15271,Lucas Bernardes,W,Armbar
Isaque Bahiense,15272,Luiz Neves,W,Submission
Isaque Bahiense,15273,Edson Oliveira,W,Pts: 6x2
Isaque Bahiense,15325,Otavio SousaOtavio Sousa,W,Points
Isaque Bahiense,15517,Igor Sousa,W,Pts: 4x0
Isaque Bahiense,15518,Henrique CardosoHenrique Cardoso,W,Pts: 2x0
Isaque Bahiense,15520,C. NegromonteC. Negromonte,W,Toe hold
Isaque Bahiense,15853,Claudio CalasansClaudio Calasans,W,Points
Isaque Bahiense,16015,Mike Sanchez,W,Armbar
Isaque Bahiense,16016,Masahiro IwasakiMasahiro Iwasaki,W,Submission
Isaque Bahiense,16018,Renato CanutoRenato Canuto,W,Pts: 2x0
Isaque Bahiense,16165,Clark GracieClark Gracie,W,Pts: 7x0
Isaque Bahiense,16167,Gustavo BatistaGustavo Batista,W,Pts: 4x2
Isaque Bahiense,16169,Faisal AlKitbeFaisal AlKitbe,W,Pts: 2x0
Isaque Bahiense,16532,Diego RamalhoDiego Ramalho,W,North south choke
Isaque Bahiense,16546,Pedro Palhares,W,Kneebar
Isaque Bahiense,16552,Claudio CalasansClaudio Calasans,W,DQ
Isaque Bahiense,16554,Jaime CanutoJaime Canuto,W,"Pts: 4x4, Adv"
Isaque Bahiense,16555,Tommy LangakerTommy Langaker,W,Pts: 2x0
Isaque Bahiense,17803,J. Watson,W,North south choke
Isaque Bahiense,18302,Raimundo Italo,W,Submission
Isaque Bahiense,18304,Ruan Silva,W,Cross choke
Isaque Bahiense,18307,William Martins,W,Pts: 5x2
Isaque Bahiense,18311,Matheus SpirandeliMatheus Spirandeli,W,Pts: 2x0
Isaque Bahiense,18314,Diego RamalhoDiego Ramalho,W,Pts: 11x0
Isaque Bahiense,18860,Roberto SatoshiRoberto Satoshi,W,"Pts: 0x0, Adv"
Isaque Bahiense,18862,Manuel RibamarManuel Ribamar,W,Referee Decision
Isaque Bahiense,18865,Diego RamalhoDiego Ramalho,W,Bow and arrow
Isaque Bahiense,18867,DJ JacksonDJ Jackson,W,Referee Decision
Isaque Bahiense,18869,Rudson MateusRudson Mateus,W,"Pts: 2x2, Adv"
Isaque Bahiense,18912,Jonas Martins,W,Short choke
Isaque Bahiense,18918,Pedro Palhares,W,Bow and arrow
Isaque Bahiense,18923,Andris BrunovskisAndris Brunovskis,W,Pts: 4x2
Isaque Bahiense,18924,Tommy LangakerTommy Langaker,W,Pts: 4x2
Isaque Bahiense,19335,DJ JacksonDJ Jackson,W,Referee Decision
Isaque Bahiense,19554,Vitor OliveiraVitor Oliveira,W,Referee Decision
Isaque Bahiense,19631,Dante LeonDante Leon,W,Pts: 4x2
Isaque Bahiense,19634,Leonardo LaraLeonardo Lara,W,Short choke
Isaque Bahiense,19638,Michael LieraMichael Liera,W,Pts: 6x4
Isaque Bahiense,19640,Otavio SousaOtavio Sousa,W,Pts: 2x0
Isaque Bahiense,19762,N/A,W,Short choke
Isaque Bahiense,20661,Kenji Sette,W,North south choke
Isaque Bahiense,20663,JT TorresJT Torres,W,Pts: 4x2
Isaque Bahiense,20667,Jaime CanutoJaime Canuto,W,Toe hold
Isaque Bahiense,21651,Nathan MendelsohnNathan Mendelsohn,W,Armbar
Isaque Bahiense,21653,Max LindbladMax Lindblad,W,"Pts: 2x2, Adv"
Isaque Bahiense,21656,Marcos TinocoMarcos Tinoco,W,"Pts: 4x4, Adv"
Isaque Bahiense,22052,Felipe CesarFelipe Cesar,W,Referee Decision
Isaque Bahiense,22252,C. NegromonteC. Negromonte,W,Pts: 10x6
Isaque Bahiense,23904,Claudio CalasansClaudio Calasans,W,Arm in Ezekiel
Isaque Bahiense,23956,Gregor GracieGregor Gracie,W,Guillotine
Isaque Bahiense,24449,Gustavo BatistaGustavo Batista,W,"Pts: 2x2, Adv"
Isaque Bahiense,24451,Otavio SousaOtavio Sousa,W,Choke from back
Isaque Bahiense,25130,Roberto JimenezRoberto Jimenez,W,Pts: 4x0
Isaque Bahiense,25571,Tommy LangakerTommy Langaker,W,Pts: 2x2
Isaque Bahiense,25574,Julio AnjosJulio Anjos,W,Pts: 4x1
Isaque Bahiense,25654,Wellington LuisWellington Luis,W,Bow and arrow
Isaque Bahiense,25655,Claudio CalasansClaudio Calasans,W,Pts: 3x0
Isaque Bahiense,25657,Julio AnjosJulio Anjos,W,Submission
Isaque Bahiense,25707,Kevin Cuervo,W,Pts: 2x0
Isaque Bahiense,25709,Nathan Mendesohn,W,Pts: 3x0
Isaque Bahiense,25712,Jaime CanutoJaime Canuto,W,Pts: 6x4
Isaque Bahiense,25714,Tommy LangakerTommy Langaker,W,Pts: 1x1
Isaque Bahiense,26883,Servio TulioServio Tulio,W,Pts: 4x2
Isaque Bahiense,28113,Elionai Braz,W,DQ
Isaque Bahiense,28115,Pedro EliasPedro Elias,W,Pts: 2x0
Isaque Bahiense,28480,Leonardo LaraLeonardo Lara,W,Pts: 2x0
Isaque Bahiense,28481,Leonardo LaraLeonardo Lara,D,---
Isaque Bahiense,28482,Leonardo LaraLeonardo Lara,W,Choke from back
Isaque Bahiense,28627,Rodrigo Melo,W,Pts: 4x2
Isaque Bahiense,28631,Wallace CostaWallace Costa,W,Pts: 2x1
Isaque Bahiense,28632,Pedro AlexPedro Alex,W,Referee Decision
Isaque Bahiense,29182,Elias Costa,W,Choke from back
Isaque Bahiense,29185,Igor Sousa,W,Pts: 5x2
Isaque Bahiense,29187,Catriel OliveiraCatriel Oliveira,W,Referee Decision
Isaque Bahiense,29257,Ruslan Israilov,W,Pts: 9x3
Isaque Bahiense,29260,Fausto Godoy,W,Clock choke
Isaque Bahiense,29264,William Dias,W,Pts: 7x0
Isaque Bahiense,29559,Eduardo AvelarEduardo Avelar,W,N/A
Isaque Bahiense,29566,Jackson NagaiJackson Nagai,W,Pts: 3x2
Isaque Bahiense,29571,Jonnatas GracieJonnatas Gracie,W,Referee Decision
Isaque Bahiense,30094,Samuel Silva,W,Guillotine
Isaque Bahiense,30102,Calon Sabino,W,Pts: 3x0
Isaque Bahiense,30106,Leonardo Goncalves,W,Katagatame
Isaque Bahiense,30108,Valdir AraujoValdir Araujo,W,Referee Decision
Isaque Bahiense,30109,Claudio CalasansClaudio Calasans,W,"Pts: 0x0, Pen"
Isaque Bahiense,33021,Roberto JimenezRoberto Jimenez,W,Pts: 4x2
Isaque Bahiense,33029,Murilo SantanaMurilo Santana,W,Pts: 4x0
Isaque Bahiense,33038,Matheus SpirandeliMatheus Spirandeli,W,Referee Decision
Isaque Bahiense,33040,Gustavo BatistaGustavo Batista,W,Pts: 3x0
Isaque Bahiense,33336,Richie MartinezRichie Martinez,D,---
Isaque Bahiense,33354,Hunter Colvin,D,---
Isaque Bahiense,35889,Mica GalvaoMica Galvao,W,"Pts: 0x0, Pen"
Isaque Bahiense,35985,Andre PorfirioAndre Porfirio,W,Kimura
Isaque Bahiense,35986,Manuel RibamarManuel Ribamar,W,"Pts: 0x0, Adv"
Isaque Bahiense,36477,Arturo Salas,W,Pts: 8x2
Isaque Bahiense,36485,Seonghun Yoo,W,Choke from back
Isaque Bahiense,36496,Pedro Cadete,W,Pts: 6x3
Isaque Bahiense,40510,Lucas AlvesLucas Alves,W,Pts: 2x0
Isaque Bahiense,40528,Manuel RibamarManuel Ribamar,W,Pts: 6x4
Isaque Bahiense,42759,Matheus SpirandeliMatheus Spirandeli,W,Choke from back
Isaque Bahiense,44127,Gustavo BatistaGustavo Batista,W,Referee Decision
Isaque Bahiense,47403,Igor Evangelista,W,Submission
Isaque Bahiense,47411,Alex Liscano,W,Katagatame
Isaque Bahiense,47426,Eduardo Castillo,W,RNC
Isaque Bahiense,47752,Matheus Arantes,W,Pts: 2x0
Isaque Bahiense,47762,Ezequiel Zurita,W,Pts: 3x0
Isaque Bahiense,47771,P. Costa,W,RNC
Isaque Bahiense,47778,Servio TulioServio Tulio,W,Referee Decision
Isaque Bahiense,47783,Andre PorfirioAndre Porfirio,W,Armbar
Isaque Bahiense,49200,Francisco LoFrancisco Lo,W,Guillotine
Isaque Bahiense,50447,Dory Aoun,W,Choke
Isaque Bahiense,50460,Shane Fishman,W,Pts: 15x4
Isaque Bahiense,50466,Enderson DiasEnderson Dias,W,Pts: 4x0
Isaque Bahiense,52168,Alexandre JesusAlexandre Jesus,W,Guillotine
Iseong Jang,14182,Jamil Hill-TaylorJamil Hill-Taylor,L,Pts: 4x0
Iseong Jang,17001,Diego RamalhoDiego Ramalho,L,Pts: 2x0
Iseong Jang,18098,Paulo MiyaoPaulo Miyao,L,Referee Decision
Iseong Jang,18542,Adam WardzinskiAdam Wardzinski,L,Choke
Iseong Jang,19602,Breno BittencourtBreno Bittencourt,L,"Pts: 2x2, Adv"
Iseong Jang,21518,Ronaldo JuniorRonaldo Junior,L,Submission
Iseong Jang,22674,M. Lutes,L,Pts: 2x0
Iseong Jang,37756,Jhonathan Marques,L,Referee Decision
Iseong Jang,14179,Edson Oliveira,W,Pts: 4x0
Iseong Jang,14181,Rafael Domingos,W,Pts: 2x0
Iseong Jang,16937,AJ AgazarmAJ Agazarm,W,"Pts: 0x0, Adv"
Iseong Jang,18541,Dae Lee,W,"Pts: 2x2, Adv"
Iseong Jang,18763,Emuri Ibarra,W,Pts: 35x0
Iseong Jang,18764,Adrian Plugaru,W,Submission
Iseong Jang,18766,Ali MonfaradiAli Monfaradi,W,Pts: 2x0
Iseong Jang,18767,M. Alqbaisi,W,Pts: 4x0
Iseong Jang,18768,Sebastien Lecocq,W,Pts: 4x2
Iseong Jang,18769,S. Sammady,W,Submission
Iseong Jang,18788,Ali MonfaradiAli Monfaradi,W,Pts: 2x0
Iseong Jang,19019,Rodrigo CaporalRodrigo Caporal,W,Pts: 2x0
Iseong Jang,19020,Hyungcheul Kim,W,Pts: 14x0
Iseong Jang,21519,Tetsuji Kato,W,Submission
Iseong Jang,22752,Tomoyuki HashimotoTomoyuki Hashimoto,D,---
Ismael Santos,30814,Matias EstevezMatias Estevez,L,Pts: 4x2
Ismael Santos,30911,Igor SchneiderIgor Schneider,L,Points
Ismael Santos,31661,Hiago GeorgeHiago George,L,Pts: 6x0
Ismael Santos,32559,Daniel MairaDaniel Maira,L,Pts: 8x4
Ismael Santos,32644,Daniel MairaDaniel Maira,L,"Pts: 2x2, Adv"
Ismael Santos,32964,Daniel MairaDaniel Maira,L,Pts: 6x2
Ismael Santos,33826,Samuel NagaiSamuel Nagai,L,Pts: 11x4
Ismael Santos,33857,Eric Schlosser,L,N/A
Ismael Santos,34599,Sergio Soares,L,Points
Ismael Santos,34666,Danilo MoreiraDanilo Moreira,L,Pts: 3x2
Ismael Santos,34796,Danilo MoreiraDanilo Moreira,L,Pts: 4x2
Ismael Santos,35326,Samuel NagaiSamuel Nagai,L,Pts: 4x0
Ismael Santos,35614,Nick SallesNick Salles,L,Inside heel hook
Ismael Santos,37518,Danilo MoreiraDanilo Moreira,L,Pts: 8x6
Ismael Santos,38533,Daniel SathlerDaniel Sathler,L,Referee Decision
Ismael Santos,39674,Sebastian SerpaSebastian Serpa,L,Pts: 2x0
Ismael Santos,42264,Jeferson Fagundes,L,"Pts: 10x10, Adv"
Ismael Santos,42329,Leonardo Domingos,L,Armbar
Ismael Santos,42954,Lucas Maquine,L,Pts: 5x4
Ismael Santos,45804,Richard Bukovcsan,L,Referee Decision
Ismael Santos,47154,Matheus Chedid,L,Points
Ismael Santos,48024,Edward Lucero,L,Pts: 2x0
Ismael Santos,48753,Joao MendesJoao Mendes,L,Pts: 2x0
Ismael Santos,50375,Meyram MaquineMeyram Maquine,L,Choke from back
Ismael Santos,51044,Mourece Noah,L,Referee Decision
Ismael Santos,51131,Joao Assonitis,L,Inside heel hook
Ismael Santos,52218,Augusto Rabelo,L,"Pts: 2x2, Pen"
Ismael Santos,52220,Augusto Rabelo,L,"Pts: 2x2, Adv"
Ismael Santos,52227,Gabriel Cardoso,L,"Pts: 2x2, Adv"
Ismael Santos,52311,Joao Assonitis,L,DQ
Ismael Santos,52625,Zach KainaZach Kaina,L,"Pts: 2x2, Adv"
Ismael Santos,53494,Thiago MacedoThiago Macedo,L,Pts: 5x3
Ismael Santos,54561,Cole AbateCole Abate,L,Inside heel hook
Ismael Santos,55950,Marco MendesMarco Mendes,L,Toe hold
Ismael Santos,30812,Thiago Cintra,W,"Pts: 4x4, Adv"
Ismael Santos,32032,Giovanni Marcelo,W,Points
Ismael Santos,32033,Emilio HernandezEmilio Hernandez,W,Points
Ismael Santos,32556,Sebastian SerpaSebastian Serpa,W,"Pts: 6x6, Adv"
Ismael Santos,32557,Giovanni Carvalho,W,Pts: 8x4
Ismael Santos,32643,Vinicius PereiraVinicius Pereira,W,"Pts: 0x0, Adv"
Ismael Santos,32954,Sam McNallySam McNally,W,"Pts: 6x6, Adv"
Ismael Santos,32961,Kennedy MacielKennedy Maciel,W,DQ
Ismael Santos,33825,Brian MahechaBrian Mahecha,W,Points
Ismael Santos,34597,Michael Robert,W,Points
Ismael Santos,34792,Lucas Nabuco,W,Choke from back
Ismael Santos,34868,Daniel MairaDaniel Maira,W,Pts: 4x2
Ismael Santos,34870,Manuel Aguilar,W,RNC
Ismael Santos,35283,Michael Mehl,W,Footlock
Ismael Santos,35285,Brian MahechaBrian Mahecha,W,Pts: 10x4
Ismael Santos,35287,Sebastian SerpaSebastian Serpa,W,"Pts: 10x10, Adv"
Ismael Santos,37517,Moolele Cuellar,W,Pts: 2x0
