Match Number,Status,Competitor 1,Competitor 2,Bracket Link,Competitor 1 Profile,Competitor 2 Profile,Source URL
2-43,Finished,"Herra Rose The Last Dragon
      Alpha Miami Grappling","Sahara Wells
      ATOS  HQ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318426,https://smoothcomp.com/en/profile/546119,https://smoothcomp.com/en/profile/340869,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
3-38,Finished,"Giovanni Loria Jr.
      10th Planet Vancouver","Lucas Duarte
      BJJ Olympia",https://adcc.smoothcomp.com/en/event/19885/bracket/1318549,https://smoothcomp.com/en/profile/1044122,https://smoothcomp.com/en/profile/640026,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
9-112,Finished,"Ben Richards
      Impact Jiu Jitsu Wilsonville","Joel Amundson
      Lone Wolf BJJ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318630,https://smoothcomp.com/en/profile/1670287,https://smoothcomp.com/en/profile/1098158,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
5-134,Finished,"Thomas Harper
      10th Planet Portland","Paul Yakis
      Impact Jiu Jitsu Salem",https://adcc.smoothcomp.com/en/event/19885/bracket/1318674,https://smoothcomp.com/en/profile/1412994,https://smoothcomp.com/en/profile/1081380,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
10-108,Finished,"Samantha Deugan
      Grays Harbor Grappling Academy","Jerrah King
      Grey Wolf Brazilian Jiu-Jitsu",https://adcc.smoothcomp.com/en/event/19885/bracket/1318746,https://smoothcomp.com/en/profile/742705,https://smoothcomp.com/en/profile/880464,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
6-35,Finished,"Drew Lawson
      Morumbi Jiu Jitsu","Brinley Wallin
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1319737,https://smoothcomp.com/en/profile/822016,https://smoothcomp.com/en/profile/1376053,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
3-102,Finished,"Elyse Shaw
      The Tradewinds Network","Kelly Egge
      Conquest Self Defense",https://adcc.smoothcomp.com/en/event/19885/bracket/1320322,https://smoothcomp.com/en/profile/476916,https://smoothcomp.com/en/profile/667373,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
1-1,Finished,"Kayan Eskandari
      V1sion Checkmat Ladera Ranch

            Won by Submission                          - 00:13","Finn Robertson
      Gracie Barra Kitsilano",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/737441,https://smoothcomp.com/en/profile/1033713,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
9-1,Finished,"Sariah The Last Panda
      Alpha Miami Grappling

            Won by points                          - 04:00","Max Trutzschler
      Combat Arts Academy",https://adcc.smoothcomp.com/en/event/19885/bracket/1318513,https://smoothcomp.com/en/profile/1233816,https://smoothcomp.com/en/profile/1001245,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
12-1,Finished,"Robbie Dodgin
      100 Kilos JiuJitsu

            Won by Submission                          - 01:59","Ben Vander Linden
      BJJ Olympia",https://adcc.smoothcomp.com/en/event/19885/bracket/1318514,https://smoothcomp.com/en/profile/1586221,https://smoothcomp.com/en/profile/1855727,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
4-1,Finished,"Lukas Nelson
      Columns (CBJJ)","Holden McGlathery
      Siri Brazilian Jiu-Jitsu

            Won by points",https://adcc.smoothcomp.com/en/event/19885/bracket/1318525,https://smoothcomp.com/en/profile/1181632,https://smoothcomp.com/en/profile/1913803,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
10-1,Finished,"Vesper Ortega
      Lōgōs JJ

            Won by Submission                          - 03:21","Mercedes Banegas
      Atos Temecula",https://adcc.smoothcomp.com/en/event/19885/bracket/1318391,https://smoothcomp.com/en/profile/781315,https://smoothcomp.com/en/profile/1892741,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
2-1,Finished,"Meleah Banegas
      Atos Temecula","Medusa Banegas
      Atos Temecula

            Won by Submission                          - 01:40",https://adcc.smoothcomp.com/en/event/19885/bracket/1318389,https://smoothcomp.com/en/profile/1984186,https://smoothcomp.com/en/profile/1972829,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
7-1,Finished,"Rocco Mata-Monks
      Drysdale/Zenith

            Won by Submission                          - 01:50","Alexis Erwin
      Impact Jiu Jitsu Keizer",https://adcc.smoothcomp.com/en/event/19885/bracket/1318517,https://smoothcomp.com/en/profile/1052436,https://smoothcomp.com/en/profile/1365709,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
6-1,Finished,"Kenzo Yang
      Chesslab/att-pdx

            Won by Submission                          - 00:23","Jaxon Woodrum
      Copperhead Jiu Jitsu",https://adcc.smoothcomp.com/en/event/19885/bracket/1318515,https://smoothcomp.com/en/profile/1891347,https://smoothcomp.com/en/profile/1872430,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
3-1,Finished,"Gracie Warner
      Redmond Grappling Academy

            Won by Submission                          - 01:32","Reagan Bradley
      Impact Jiu Jitsu Wilsonville",https://adcc.smoothcomp.com/en/event/19885/bracket/1318399,https://smoothcomp.com/en/profile/1893855,https://smoothcomp.com/en/profile/1995312,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
11-1,Finished,"Jaxson Hollis
      10th Planet Las Vegas

            Won by Submission                          - 00:46","Easton Whalen
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/676968,https://smoothcomp.com/en/profile/949976,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
2-2,Finished,"Jordan Cottengim
      Gracie Barra Morgan Hill

            Won by Submission                          - 05:47","Lane Maher
      Honne Academy of Jiu-Jitsu",https://adcc.smoothcomp.com/en/event/19885/bracket/1318524,https://smoothcomp.com/en/profile/1288577,https://smoothcomp.com/en/profile/1145467,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
8-2,Finished,"Charlotte Klinger
      Livewire MMA","Brylee Neault
      Redmond Grappling Academy

            Won by points                          - 06:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318899,https://smoothcomp.com/en/profile/1572158,https://smoothcomp.com/en/profile/1959236,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
12-2,Finished,"Bradley Bittencourt
      Breno Bittencourt Brazilian JiuJitsu","Weston Rask
      Chesslab/att-pdx

            Won by Submission                          - 00:26",https://adcc.smoothcomp.com/en/event/19885/bracket/1318514,https://smoothcomp.com/en/profile/1647870,https://smoothcomp.com/en/profile/1615297,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
5-1,Finished,"Robbie Dodgin
      100 Kilos JiuJitsu","Alex Schirliu
      Gracie Barra Kirkland

            Won by points                          - 04:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318516,https://smoothcomp.com/en/profile/1586221,https://smoothcomp.com/en/profile/1390197,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
10-2,Finished,"Maddison Mattly
      Gracie Barra Ocotillo","Caeawen Adriano
      Art of JiuJitsu

            Won by points                          - 04:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318391,https://smoothcomp.com/en/profile/1143366,https://smoothcomp.com/en/profile/1190623,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
9-2,Finished,"Jade Hadley
      The Base Vancouver

            Won by Submission                          - 00:44","TaliAnn Damian
      Logic Jiu Jitsu Club",https://adcc.smoothcomp.com/en/event/19885/bracket/1318390,https://smoothcomp.com/en/profile/773799,https://smoothcomp.com/en/profile/1323692,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
1-2,Finished,"Oliver Jasinski
      ON GUARD BRAZILIAN JIU JITSU

            Won by Submission                          - 00:59","Denton West
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/543511,https://smoothcomp.com/en/profile/955932,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
6-2,Finished,"Kenzo Wilkins
      Combat Arts Academy","Leo Wagemann
      BJJ Olympia

            Won by points                          - 04:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318515,https://smoothcomp.com/en/profile/1636443,https://smoothcomp.com/en/profile/1589334,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
3-2,Finished,"Jaxson Hollis
      10th Planet Las Vegas

            Won by Submission                          - 01:04","Chase Orth
      Siri Brazilian Jiu-Jitsu",https://adcc.smoothcomp.com/en/event/19885/bracket/1318531,https://smoothcomp.com/en/profile/676968,https://smoothcomp.com/en/profile/965613,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
12-3,Finished,"Grayson Rasmussen
      Redmond Grappling Academy","Lukas Nelson
      Columns (CBJJ)

            Won by Submission                          - 01:15",https://adcc.smoothcomp.com/en/event/19885/bracket/1318514,https://smoothcomp.com/en/profile/1646676,https://smoothcomp.com/en/profile/1181632,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
3-3,Finished,"Gracie Warner
      Redmond Grappling Academy

            Won by Submission                          - 01:40","Reagan Bradley
      Impact Jiu Jitsu Wilsonville",https://adcc.smoothcomp.com/en/event/19885/bracket/1318399,https://smoothcomp.com/en/profile/1893855,https://smoothcomp.com/en/profile/1995312,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
8-3,Finished,"Colton Havens
      Impact Jiu Jitsu McMinnville

            Won by Submission                          - 01:04","Jeremy Baker
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1318545,https://smoothcomp.com/en/profile/1725495,https://smoothcomp.com/en/profile/1722552,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
11-4,Finished,"Theodore-Barry Campbell
      ON GUARD BRAZILIAN JIU JITSU","Cyprien Ally
      ATOS  HQ

            Won by Submission                          - 00:24",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/964317,https://smoothcomp.com/en/profile/888346,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
4-2,Finished,"Lewis Hoff
      Legacy Jiu-Jitsu Academy - Richland

            Won by points","Charlie Momotok
      Technique Lab Jiu Jitsu Academy",https://adcc.smoothcomp.com/en/event/19885/bracket/1318525,https://smoothcomp.com/en/profile/1230737,https://smoothcomp.com/en/profile/1660622,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
2-3,Finished,"Meleah Banegas
      Atos Temecula

            Won by Submission                          - 01:18","Medusa Banegas
      Atos Temecula",https://adcc.smoothcomp.com/en/event/19885/bracket/1318389,https://smoothcomp.com/en/profile/1984186,https://smoothcomp.com/en/profile/1972829,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=1
10-3,Finished,"Arabella Brackett
      Atos Jiu-Jitsu Las Vegas","Vesper Ortega
      Lōgōs JJ

            Won by Submission                          - 02:48",https://adcc.smoothcomp.com/en/event/19885/bracket/1318391,https://smoothcomp.com/en/profile/780958,https://smoothcomp.com/en/profile/781315,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
5-2,Finished,"Fausto Zurita
      Chesslab/att-pdx","Sariah The Last Panda
      Alpha Miami Grappling

            Won by Submission                          - 00:33",https://adcc.smoothcomp.com/en/event/19885/bracket/1318516,https://smoothcomp.com/en/profile/1294496,https://smoothcomp.com/en/profile/1233816,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
1-3,Finished,"Jacques Finley
      Grit Jiu Jitsu & Muay Thai

            Won by Submission                          - 00:11","Carson Linder
      Lone Wolf BJJ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/1101323,https://smoothcomp.com/en/profile/1165301,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
11-3,Finished,"Jason Heck
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by points                          - 04:00","Keyan Eskandari
      V1sion Checkmat Ladera Ranch",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/1107416,https://smoothcomp.com/en/profile/737436,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
8-1,Finished,"Keisi Jacobo
      Logic Jiu Jitsu Club

            Won by Submission                          - 05:04","Vianna Ji
      Sleeper Jiu Jitsu",https://adcc.smoothcomp.com/en/event/19885/bracket/1318899,https://smoothcomp.com/en/profile/1215476,https://smoothcomp.com/en/profile/1471124,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
1-4,Finished,"Maverick Dietz
      Gracie Barra Morgan Hill

            Won by Submission                          - 00:44","Rainier Curtis
      ON GUARD BRAZILIAN JIU JITSU",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/1869514,https://smoothcomp.com/en/profile/747016,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
2-5,Finished,"Meleah Banegas
      Atos Temecula","Medusa Banegas
      Atos Temecula

            Won by Submission                          - 01:51",https://adcc.smoothcomp.com/en/event/19885/bracket/1318389,https://smoothcomp.com/en/profile/1984186,https://smoothcomp.com/en/profile/1972829,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
9-3,Finished,"Sariah The Last Panda
      Alpha Miami Grappling

            Won by points                          - 04:00","Max Trutzschler
      Combat Arts Academy",https://adcc.smoothcomp.com/en/event/19885/bracket/1318513,https://smoothcomp.com/en/profile/1233816,https://smoothcomp.com/en/profile/1001245,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
7-3,Finished,"Walter Miller
      Lone Wolf BJJ","Archer Lanham
      Logic Jiu Jitsu Club

            Won by Submission                          - 00:26",https://adcc.smoothcomp.com/en/event/19885/bracket/1318523,https://smoothcomp.com/en/profile/1452506,https://smoothcomp.com/en/profile/742659,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
1-5,Finished,"Mason Le
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 01:34","Jayton Ilae
      The Base Vancouver",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/564744,https://smoothcomp.com/en/profile/1187899,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
12-5,Finished,"Weston Rask
      Chesslab/att-pdx

            Won by Submission                          - 02:11","Lukas Nelson
      Columns (CBJJ)",https://adcc.smoothcomp.com/en/event/19885/bracket/1318514,https://smoothcomp.com/en/profile/1615297,https://smoothcomp.com/en/profile/1181632,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
6-3,Finished,"Makai Wilkins
      Combat Arts Academy","Kenzo Yang
      Chesslab/att-pdx

            Won by Submission                          - 02:09",https://adcc.smoothcomp.com/en/event/19885/bracket/1318515,https://smoothcomp.com/en/profile/1636438,https://smoothcomp.com/en/profile/1891347,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
5-4,Finished,"Jed Zaik
      Impact Jiu Jitsu McMinnville

            Won by Submission                          - 00:39","Orrin McKay
      Livewire MMA",https://adcc.smoothcomp.com/en/event/19885/bracket/1318528,https://smoothcomp.com/en/profile/1731376,https://smoothcomp.com/en/profile/1784026,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
7-2,Finished,"Alex Schirliu
      Gracie Barra Kirkland

            Won by Submission                          - 01:43","Quinton Linder
      Lone Wolf BJJ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318517,https://smoothcomp.com/en/profile/1390197,https://smoothcomp.com/en/profile/1165302,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
11-2,Finished,"Gabriel D. Myers
      Atos Jiu-Jitsu Las Vegas","Jordan Cottengim
      Gracie Barra Morgan Hill

            Won by Submission                          - 01:28",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/531565,https://smoothcomp.com/en/profile/1288577,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
2-4,Finished,"Logan Blevens
      Brazilian Top Team- Pacific Northwest","Keyan Eskandari
      V1sion Checkmat Ladera Ranch

            Won by Submission                          - 03:43",https://adcc.smoothcomp.com/en/event/19885/bracket/1318524,https://smoothcomp.com/en/profile/911936,https://smoothcomp.com/en/profile/737436,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
8-4,Finished,"Kingsten Choi-Flores
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by points                          - 04:00","MacKinley Bradley
      Impact Jiu Jitsu Wilsonville",https://adcc.smoothcomp.com/en/event/19885/bracket/1318545,https://smoothcomp.com/en/profile/1961278,https://smoothcomp.com/en/profile/1995209,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
3-4,Finished,"Jason Heck
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 01:42","Cyprien Ally
      ATOS  HQ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318531,https://smoothcomp.com/en/profile/1107416,https://smoothcomp.com/en/profile/888346,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
6-4,Finished,"Charlie Bowers
      Royal Jiu Jitsu

            Won by Submission                          - 02:21","Maverick Dietz
      Gracie Barra Morgan Hill",https://adcc.smoothcomp.com/en/event/19885/bracket/1318526,https://smoothcomp.com/en/profile/926782,https://smoothcomp.com/en/profile/1869514,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
,Finished,"Mavis Miller
      Lone Wolf BJJ","Robbie Dodgin
      100 Kilos JiuJitsu

            Won by Walkover",https://adcc.smoothcomp.com/en/event/19885/bracket/1318514,https://smoothcomp.com/en/profile/1618326,https://smoothcomp.com/en/profile/1586221,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
4-3,Finished,"Judah VanNauker
      Legacy Jiu-Jitsu Academy - Richland","Holden McGlathery
      Siri Brazilian Jiu-Jitsu

            Won by Submission                          - 00:37",https://adcc.smoothcomp.com/en/event/19885/bracket/1318525,https://smoothcomp.com/en/profile/1207174,https://smoothcomp.com/en/profile/1913803,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=2
